#;NAME;Gl;Gb;RAJD;DECJD;P0;
573;J1057-5851;288.609;0.805;164.28958333;-58.85194444;0.620365;
574;B1056-78;297.571;-17.574;164.36541667;-79.23988889;1.347404;
575;J1058-5957;289.241;-0.123;164.64270833;-59.96011111;0.616270;
576;B1056-57;288.345;1.948;164.75370250;-57.70404167;1.185003;
577;J1059+6459;140.251;48.198;164.86459671;64.99219973;3.631170;
578;J1101-6101;290.040;-0.932;165.43733333;-61.02766667;0.062800;
579;J1101-6424;291.417;-4.023;165.40496792;-64.41092556;0.005109;
580;J1102+02;252.063;53.694;165.50000000;2.00000000;0.004050;
581;J1103-5403;287.421;5.529;165.88872500;-54.06201250;0.003393;
582;J1103-6025;289.994;-0.294;165.88116667;-60.42677500;0.396587;
583;J1104-6103;290.331;-0.828;166.07192500;-61.05107778;0.280905;
584;J1105+02;252.592;54.650;166.38333333;2.48076111;6.403055;
585;J1105-4353;283.486;14.947;166.35350000;-43.88472222;0.351112;
586;J1105-6037;290.239;-0.399;166.25200000;-60.62119444;0.194938;
587;J1105-6107;290.489;-0.846;166.35891667;-61.13026111;0.063202;
588;J1106-6438;291.992;-4.031;166.61850000;-64.65000000;2.717934;
589;J1107-5907;289.944;1.106;166.89358333;-59.12186111;0.252773;
590;B1105-59;290.249;0.515;166.99458333;-59.78444444;1.516531;
591;J1107-6143;290.921;-1.316;166.80125000;-61.73305556;1.799396;
592;B1107-56;289.279;3.533;167.50154667;-56.62571389;0.558254;
593;J1110+58;144.740;53.801;167.75000000;58.86666667;0.793348;
594;J1111-6039;291.022;-0.109;167.95291667;-60.65638889;0.106689;
595;J1112-6103;291.221;-0.462;168.06170833;-61.05863889;0.064962;
596;B1110-65;293.190;-5.233;168.16005833;-66.21796194;0.334214;
597;B1110-69;294.423;-8.216;168.21158333;-69.44231389;0.820488;
598;B1112-60;291.443;-0.321;168.59454167;-61.00891667;0.880858;
599;J1115-0956;267.553;46.226;168.86400417;-9.94808333;1.310894;
600;B1112+50;154.408;60.365;168.91000000;50.50341389;1.656440;
601;J1115-6052;291.565;-0.126;168.97384167;-60.87183611;0.259779;
602;J1116-2444;276.971;33.287;169.09691667;-24.74891667;0.867949;
603;B1114-41;284.451;18.069;169.17952500;-41.37887778;0.943158;
604;J1117-6154;292.102;-1.028;169.34920833;-61.90611111;0.505097;
605;J1117-6447;293.167;-3.719;169.43750000;-64.79944444;1.155272;
606;J1119-6127;292.151;-0.537;169.80958333;-61.46375000;0.407963;
607;B1118-79;298.705;-17.498;169.92000000;-79.60841667;2.280597;
608;J1120-24;277.486;34.314;170.00000000;-24.00000000;0.497000;
609;J1120-3618;283.136;23.019;170.09732500;-36.32790778;0.005557;
610;B1119-54;290.082;5.873;170.32954167;-54.73475000;0.535787;
611;J1122-3546;283.238;23.661;170.50000000;-35.76666667;0.007800;
612;J1123-4844;288.295;11.610;170.81521250;-48.73965278;0.244838;
613;J1123-6102;292.509;0.049;170.92375000;-61.03505556;0.640234;
614;J1123-6259;293.183;-1.783;170.98137500;-62.98636667;0.271437;
615;J1123-6651;294.469;-5.442;170.96754167;-66.86363056;0.232976;
616;J1124-3653;284.094;22.765;171.00465000;-36.88863889;0.002410;
617;J1124-5638;291.209;4.246;171.23529167;-56.64436111;0.185560;
618;J1124-5916;292.038;1.752;171.16250000;-59.27194444;0.135477;
619;J1124-6421;293.747;-3.036;171.24791667;-64.35472222;0.479099;
620;J1125-5825;291.893;2.602;171.43485683;-58.42135550;0.003102;
621;J1125-6014;292.504;0.894;171.48012346;-60.23519318;0.002630;
622;J1125+7819;128.289;37.895;171.49940268;78.33019874;0.004202;
623;J1126-2737;280.691;31.537;171.50833333;-27.61972222;0.358161;
624;J1126-38;285.214;21.292;171.57500000;-38.63333333;0.887550;
625;B1124-60;292.834;0.292;171.71920000;-60.91110000;0.202737;
626;J1126-6942;295.631;-8.048;171.59025000;-69.70438889;0.579419;
627;J1128-6219;293.495;-0.972;172.19458333;-62.31916667;0.515984;
628;J1129-53;290.798;7.410;172.33750000;-53.51666667;1.062880;
629;J1130+09;252.227;63.972;172.72916667;9.34681944;4.796637;
630;J1130-5826;292.460;2.778;172.56804167;-58.43397222;0.162323;
631;J1130-5925;292.755;1.830;172.54350000;-59.42613889;0.680984;
632;J1130-6807;295.484;-6.431;172.63297083;-68.12458889;0.256353;
633;J1132+25;214.581;72.285;173.20833333;25.25000000;1.002000;
634;J1132-4700;289.177;13.736;173.06050000;-47.01013889;0.325633;
635;J1132-5627;292.110;4.741;173.06558333;-56.45802778;0.175166;
636;B1131-62;294.213;-1.296;173.46437500;-62.84738889;1.022875;
637;J1135-49;290.526;11.619;173.98333333;-49.42527778;*;
638;J1135-6055;293.794;0.584;173.78489583;-60.92680000;0.114943;
639;B1133+16;241.895;69.196;174.01299917;15.85393972;1.187913;
640;B1133-55;292.308;5.890;174.00900000;-55.41858333;0.364713;
641;J1136-6527;295.241;-3.710;174.10508333;-65.45541667;1.189309;
642;J1137-6700;295.793;-5.167;174.38370417;-67.00916944;0.556216;
643;J1137+7528;128.999;40.772;174.25857208;75.46730864;0.002513;
644;J1138-6207;294.506;-0.463;174.59008333;-62.13313889;0.117564;
645;J1139-6247;294.758;-1.067;174.75000000;-62.78333333;0.120482;
646;J1141-3107;285.746;29.393;175.35678750;-31.13127778;0.538432;
647;J1141-3322;286.586;27.272;175.42815000;-33.37703056;0.291468;
648;J1141-6545;295.791;-3.863;175.27922500;-65.75530919;0.393899;
649;J1142+0119;267.542;59.400;175.70893750;1.32658056;0.005075;
650;J1142-6230;295.110;-0.675;175.71875000;-62.50108333;0.558383;
651;J1143-5158;292.383;9.492;175.81277083;-51.97774722;0.675646;
652;J1143-5536;293.334;5.993;175.79079167;-55.60125000;0.685358;
653;J1144-6146;295.116;0.073;176.14500000;-61.78027778;0.987783;
654;J1144-6217;295.186;-0.438;176.00879167;-62.29175000;0.850665;
655;B1143-60;294.977;1.343;176.53214667;-60.51656167;0.273375;
656;J1146-6610;296.479;-4.120;176.74322125;-66.18093278;0.003722;
657;J1148-5725;294.507;4.418;177.11887500;-57.42016667;3.559937;
658;J1148-6415;296.177;-2.214;177.15750000;-64.25916667;3.241029;
659;J1151-6108;295.814;0.909;177.98691667;-61.13822222;0.101633;
660;J1152-5800;295.126;3.961;178.04166667;-58.00944444;1.789829;
661;J1152-6012;295.716;1.843;178.22416667;-60.20583333;0.376570;
662;J1152-6056;295.849;1.121;178.15600000;-60.93944444;2.449000;
663;J1153-2117;285.177;39.549;178.24166667;-21.29805556;2.343480;
664;J1154-19;284.593;41.817;178.50000000;-19.00000000;0.011100;
665;J1154-6250;296.467;-0.681;178.58375000;-62.83408333;0.282012;
666;J1156-1318;283.032;47.440;179.17500000;-13.30611111;*;
667;J1156-5707;295.448;4.949;179.03104167;-57.11725000;0.288417;
668;J1156-5909;295.912;2.966;179.08958333;-59.15341667;1.037931;
669;J1157-5112;294.325;10.746;179.28402500;-51.21559444;0.043589;
670;B1154-62;296.705;-0.199;179.31336250;-62.41414722;0.400526;
671;J1159-6409;297.295;-1.865;179.84041667;-64.16583333;0.667486;
672;J1159-7910;300.412;-16.551;179.89879167;-79.16822222;0.525074;
673;J1201-6306;297.309;-0.793;180.34587500;-63.11652778;0.592136;
674;B1159-58;296.528;3.919;180.61802083;-58.34267778;0.452803;
675;J1203-6242;297.411;-0.349;180.75000000;-62.70000000;0.100604;
676;J1204-6843;298.684;-6.237;181.15300000;-68.72144167;0.308861;
677;J1207-4508;294.817;17.040;181.83025000;-45.13586111;1.769828;
678;J1207-5050;295.861;11.422;181.84334967;-50.84407778;0.004843;
679;J1208-6238;297.990;-0.178;182.05816667;-62.63425000;0.440591;
680;J1210-5226;296.545;9.916;182.50379167;-52.44122222;0.424131;
681;J1210-5559;297.136;6.421;182.52494608;-55.98440281;0.279768;
682;J1210-6322;298.395;-0.859;182.69491667;-63.37247222;1.163186;
683;J1210-6550;298.774;-3.292;182.67500000;-65.83461111;4.237010;
684;J1211-6324;298.470;-0.888;182.85075000;-63.41255556;0.433084;
685;J1214-5830;298.065;4.012;183.53508333;-58.50719444;0.909823;
686;J1215-5328;297.459;9.009;183.75258333;-53.47544444;0.636414;
687;J1216-50;297.231;12.032;184.08333333;-50.45027778;6.355000;
688;J1216-6223;298.920;0.202;184.17483333;-62.39916667;0.374053;
689;J1216-6410;299.096;-1.561;184.03058167;-64.16922944;0.003539;
690;J1220-6318;299.444;-0.652;185.07441667;-63.31291667;0.789212;
691;J1221-0633;289.675;55.533;185.35333333;-6.56416667;0.001935;
692;J1222-5738;299.102;5.020;185.71791667;-57.63888889;1.081164;
693;J1223-5856;299.350;3.732;185.91725000;-58.94691667;0.288541;
694;J1224-6208;299.818;0.565;186.18437500;-62.14475000;0.585761;
695;B1221-63;299.984;-1.415;186.09272500;-64.13163056;0.216480;
696;J1225-5556;299.313;6.746;186.43261250;-55.94531667;1.018453;
697;J1225-6035;299.748;2.117;186.36929167;-60.59377778;0.626324;
698;B1222-63;300.131;-1.414;186.42833333;-64.14527778;0.419618;
699;J1226+0005;289.280;62.298;186.56000000;0.09555556;2.285076;
700;J1226-3223;296.908;30.200;186.69428333;-32.38361111;6.193004;
701;J1227-4853;298.965;13.796;186.99468333;-48.89520583;0.001686;
702;J1227-6208;300.082;0.591;186.75183875;-62.14549694;0.034528;
