#;NAME;Gl;Gb;RAJD;DECJD;P0;
1626;J1737-0314C;21.324;14.805;264.40041667;-3.24583333;0.008460;
1627;J1737-0314D;21.324;14.805;264.40041667;-3.24583333;0.002890;
1628;J1737-0314E;21.324;14.805;264.40041667;-3.24583333;0.002280;
1629;J1737-0811;16.933;12.318;264.44630146;-8.18580194;0.004175;
1630;J1737-3102;357.298;0.373;264.39054167;-31.03347222;0.768672;
1631;J1737-3137;356.744;0.145;264.26787500;-31.62250000;0.450432;
1632;J1737-3320;355.308;-0.795;264.29379167;-33.33888889;0.816273;
1633;B1734-35;353.175;-2.268;264.41682917;-35.92883333;0.397585;
1634;J1738+0333;27.721;17.742;264.72485766;3.55301852;0.005850;
1635;J1738+04;28.392;18.207;264.60416667;4.33333333;1.391790;
1636;J1738-2330;3.731;4.280;264.53666667;-23.51305556;1.978847;
1637;J1738-2647;0.940;2.544;264.52095833;-26.79611111;0.349591;
1638;J1738-2736;0.272;2.081;264.56095000;-27.60716667;0.627716;
1639;J1738-2955;358.378;0.724;264.71716667;-29.93261667;0.443425;
1640;J1738-3107;357.358;0.100;264.69750000;-31.12888889;0.549498;
1641;B1735-32;356.466;-0.491;264.72577198;-32.19823466;0.768499;
1642;J1738-3316;355.525;-1.003;264.64354167;-33.26711111;0.730373;
1643;J1739+0612;30.261;18.858;264.82485833;6.20788889;0.234169;
1644;J1739-1313;12.794;9.297;264.99092083;-13.22183333;1.215698;
1645;J1739-2521;2.327;3.027;264.88595417;-25.36555556;1.818461;
1646;B1736-29;359.206;1.064;264.89288333;-29.05061111;0.322886;
1647;J1739-3023;358.085;0.336;264.91579167;-30.38692222;0.114372;
1648;J1739-3049;357.680;0.152;264.84675000;-30.82777778;0.239317;
1649;B1736-31;357.096;-0.220;264.85126677;-31.52091637;0.529441;
1650;J1739-3159;356.739;-0.547;264.95283333;-31.99694444;0.877561;
1651;J1739-3951;350.039;-4.690;264.90937500;-39.86675000;0.341772;
1652;J1740+1000;34.011;20.268;265.10812500;10.00175000;0.154096;
1653;B1737+13;37.085;21.679;265.03060625;13.19908056;0.803050;
1654;J1740-2540;2.212;2.633;265.18883333;-25.67194444;1.692656;
1655;J1740+27;51.439;26.720;265.12500000;27.21666667;1.058200;
1656;B1737-30;358.294;0.238;265.14091667;-30.26208333;0.606887;
1657;J1740-3052;357.811;-0.132;265.20833750;-30.86786111;0.570313;
1658;J1740-3327;355.564;-1.436;265.10716667;-33.46486111;0.515001;
1659;J1740-5340A;338.165;-11.967;265.18578750;-53.67802778;0.003650;
1660;J1740-5340B;338.166;-11.961;265.17762500;-53.67447222;0.005787;
1661;B1738-08;16.955;11.304;265.34401208;-8.67547528;2.043082;
1662;J1741+1351;37.885;21.641;265.37976974;13.86225441;0.003747;
1663;J1741-2019;6.815;5.377;265.27862500;-20.32333333;3.904506;
1664;J1741-2054;6.422;4.907;265.48866667;-20.90327778;0.413700;
1665;J1741-21;6.222;5.046;265.25000000;-21.00000000;2.565000;
1666;J1741-2719;0.907;1.604;265.39608333;-27.32305556;0.346797;
1667;J1741-2733;0.636;1.582;265.25558333;-27.56416667;0.892959;
1668;J1741+2758;52.347;26.663;265.47295833;27.96916667;1.360738;
1669;J1741-2945;358.798;0.380;265.31029167;-29.75972222;0.223558;
1670;J1741-3016;358.346;0.130;265.27933333;-30.27527778;1.893749;
1671;J1741-34;355.002;-2.146;265.47500000;-34.31666667;0.875137;
1672;J1741+3855;64.293;29.693;265.30142083;38.91941667;0.828861;
1673;B1737-39;350.555;-4.749;265.32532917;-39.46061111;0.512212;
1674;J1742-0203;22.955;14.422;265.50000000;-2.05000000;0.132000;
1675;J1742-3321;355.835;-1.654;265.50000000;-33.35000000;0.143266;
1676;J1742-3957;350.209;-5.135;265.51845833;-39.95611111;1.016349;
1677;J1742-4616;344.790;-8.462;265.60875000;-46.28152778;0.412401;
1678;B1740-03;21.649;13.400;265.78410450;-3.65318894;0.444645;
1679;J1743+05;30.045;17.651;265.81666667;5.48333333;1.473630;
1680;B1740-13;12.699;8.205;265.90675856;-13.86054575;0.405337;
1681;J1743-2442;3.333;2.640;265.83383333;-24.71527778;1.242508;
1682;B1740-31;357.298;-1.149;265.90295833;-31.83963889;2.414652;
1683;J1743-3153;357.221;-1.109;265.81485417;-31.88480556;0.193105;
1684;J1743-35;354.095;-2.994;265.77500000;-35.53333333;0.569980;
1685;J1743-4212;348.381;-6.464;265.77176250;-42.20066667;0.306167;
1686;J1744-1134;14.794;9.180;266.12254074;-11.58186576;0.004075;
1687;J1744-1610;10.773;6.885;266.06889167;-16.17661111;1.757206;
1688;J1744-2335;4.463;2.937;266.20195833;-23.59861111;1.683507;
1689;J1744-3130;357.641;-1.059;266.02367500;-31.50111111;1.066061;
1690;J1744-3922;350.908;-5.155;266.01114583;-39.37252778;0.172444;
1691;J1744-5337;338.499;-12.447;266.16216667;-53.63083333;0.355666;
1692;J1744-7619;317.108;-22.459;266.00203333;-76.32075278;0.004688;
1693;J1745-0129;23.838;14.025;266.25858333;-1.48836111;1.045407;
1694;J1745-0952;16.371;9.895;266.28806167;-9.87768944;0.019376;
1695;J1745+1017;34.869;19.254;266.39098792;10.29792306;0.002652;
1696;J1745+1252;37.375;20.301;266.43412500;12.87730556;1.059849;
1697;J1745-2229;5.470;3.422;266.31962500;-22.48722222;1.160593;
1698;J1745-23;4.701;2.896;266.37500000;-23.41666667;0.005417;
1699;J1745-2758;0.847;0.452;266.46770000;-27.97722222;0.487528;
1700;J1745-2900;359.944;-0.047;266.41735917;-29.00830444;3.763733;
1701;J1745-2910;359.763;-0.054;266.31666667;-29.16666667;0.982000;
1702;J1745-2912;359.788;-0.175;266.44929346;-29.20855000;0.187379;
1703;B1742-30;358.553;-0.963;266.48465000;-30.67302778;0.367434;
1704;J1745-3812;352.036;-4.751;266.31425000;-38.20202778;0.698353;
1705;J1745+42;68.962;29.639;266.45000000;42.88333333;0.305100;
1706;J1746+2245;47.252;24.048;266.50350000;22.75802778;3.465038;
1707;J1746+2540;50.274;25.031;266.52862500;25.67708333;1.058148;
1708;J1746-2849;0.134;-0.030;266.51398900;-28.83705139;1.478480;
1709;J1746-2850;0.134;-0.044;266.52750000;-28.84500000;1.077101;
1710;J1746-2856;0.126;-0.233;266.70772833;-28.94971944;0.945224;
1711;J1746-3239;356.957;-2.175;266.72894583;-32.66550000;0.199541;
1712;J1747-1030;16.174;8.983;266.99295833;-10.50138889;1.578793;
1713;J1747-2647;2.054;0.758;266.87872500;-26.78722222;0.500254;
1714;J1747-2802;0.971;0.121;266.86062500;-28.04361111;2.780079;
1715;J1747-2809;0.869;0.076;266.84500000;-28.15416667;0.052153;
1716;J1747-2958;359.305;-0.841;266.81617500;-29.96694444;0.098814;
1717;J1747-4036;350.208;-6.412;266.95298503;-40.61521979;0.001646;
1718;B1745-12;14.016;7.656;267.07253221;-13.01446767;0.394133;
1719;B1745-20A;7.728;3.801;267.21953750;-20.36102778;0.288603;
1720;J1748-2021B;7.729;3.800;267.22063708;-20.36079444;0.016760;
1721;J1748-2021C;7.721;3.804;267.21322167;-20.36494722;0.006227;
1722;J1748-2021D;7.734;3.809;267.21519438;-20.35205944;0.013496;
1723;J1748-2021E;7.731;3.802;267.22000167;-20.35816111;0.016264;
1724;J1748-2021F;7.727;3.802;267.21805792;-20.36092500;0.003794;
1725;J1748-2444;3.955;1.564;267.20213485;-24.74360108;0.442838;
1726;B1744-24A;3.836;1.696;267.00939583;-24.77691667;0.011563;
1727;J1748-2446aa;3.839;1.687;267.02000000;-24.77916667;0.005788;
1728;J1748-2446ab;3.839;1.687;267.02000000;-24.77916667;0.005120;
1729;J1748-2446ac;3.839;1.687;267.02000000;-24.77916667;0.005087;
1730;J1748-2446ad;3.839;1.687;267.02000000;-24.77916667;0.001396;
1731;J1748-2446ae;3.839;1.687;267.02000000;-24.77916667;0.003659;
1732;J1748-2446af;3.839;1.687;267.02000000;-24.77916667;0.003304;
1733;J1748-2446ag;3.839;1.687;267.02000000;-24.77916667;0.004448;
1734;J1748-2446ah;3.839;1.687;267.02000000;-24.77916667;0.004965;
1735;J1748-2446ai;3.839;1.687;267.02000000;-24.77916667;0.021228;
1736;J1748-2446aj;3.842;1.688;267.02088292;-24.77634722;0.002959;
1737;J1748-2446ak;3.839;1.692;267.01535833;-24.77717500;0.001890;
1738;J1748-2446al;3.841;1.709;267.00000000;-24.76666667;0.005950;
1739;J1748-2446am;3.839;1.687;267.02009792;-24.77978056;0.002934;
1740;J1748-2446an;3.842;1.685;267.02357908;-24.77834167;0.004802;
1741;J1748-2446C;3.841;1.689;267.01891667;-24.77666667;0.008436;
1742;J1748-2446D;3.839;1.687;267.02000000;-24.77916667;0.004714;
1743;J1748-2446E;3.839;1.687;267.02000000;-24.77916667;0.002198;
1744;J1748-2446F;3.839;1.687;267.02000000;-24.77916667;0.005540;
1745;J1748-2446G;3.839;1.687;267.02000000;-24.77916667;0.021672;
1746;J1748-2446H;3.839;1.687;267.02000000;-24.77916667;0.004926;
1747;J1748-2446I;3.839;1.687;267.02000000;-24.77916667;0.009570;
1748;J1748-2446J;3.839;1.687;267.02000000;-24.77916667;0.080338;
1749;J1748-2446K;3.839;1.687;267.02000000;-24.77916667;0.002970;
1750;J1748-2446L;3.839;1.687;267.02000000;-24.77916667;0.002245;
1751;J1748-2446M;3.839;1.687;267.02000000;-24.77916667;0.003570;
1752;J1748-2446N;3.839;1.687;267.02000000;-24.77916667;0.008667;
1753;J1748-2446O;3.839;1.687;267.02000000;-24.77916667;0.001677;
1754;J1748-2446P;3.839;1.687;267.02000000;-24.77916667;0.001729;
1755;J1748-2446Q;3.839;1.687;267.02000000;-24.77916667;0.002812;
1756;J1748-2446R;3.839;1.687;267.02000000;-24.77916667;0.005029;
1757;J1748-2446S;3.839;1.687;267.02000000;-24.77916667;0.006117;
1758;J1748-2446T;3.839;1.687;267.02000000;-24.77916667;0.007085;
1759;J1748-2446U;3.839;1.687;267.02000000;-24.77916667;0.003289;
1760;J1748-2446V;3.839;1.687;267.02000000;-24.77916667;0.002073;
1761;J1748-2446W;3.839;1.687;267.02000000;-24.77916667;0.004205;
1762;J1748-2446X;3.839;1.687;267.02000000;-24.77916667;0.002999;
1763;J1748-2446Y;3.839;1.687;267.02000000;-24.77916667;0.002048;
1764;J1748-2446Z;3.839;1.687;267.02000000;-24.77916667;0.002463;
1765;J1748-2815;0.858;-0.091;267.00000000;-28.25000000;0.100200;
1766;J1748-30;359.117;-1.141;267.00000000;-30.28333333;0.382735;
1767;J1748-3009;359.272;-1.147;267.09899250;-30.15313333;0.009684;
1768;J1749+16;41.208;20.900;267.37083333;16.40000000;2.311650;
1769;J1749-2146;6.568;2.981;267.33850417;-21.77527778;2.714556;
1770;J1749-2347;4.828;1.967;267.31504167;-23.78805556;0.874486;
1771;J1749-2629;2.505;0.593;267.29700000;-26.48611111;1.335388;
1772;B1746-30;359.459;-1.244;267.30622054;-30.04303417;0.609874;
1773;J1749-4931;342.522;-11.095;267.34904167;-49.53305556;0.445822;
1774;J1749-5417;338.275;-13.427;267.44608333;-54.29186111;0.307577;
1775;B1745-56;336.637;-14.262;267.43541667;-56.08861111;1.332310;
1776;J1749+5952;88.621;30.900;267.38845000;59.87670278;0.436041;
1777;J1750+07;32.841;16.925;267.66666667;7.55000000;1.908810;
1778;J1750-2043;7.591;3.331;267.57666667;-20.71888889;5.639047;
1779;J1750-2438;4.291;1.185;267.74911250;-24.64944444;0.712794;
1780;J1750-2444;4.136;1.255;267.59566667;-24.74638889;0.899377;
1781;J1750-2536;3.413;0.778;267.63912500;-25.61194444;0.034749;
1782;J1750-28;0.663;-0.737;267.51666667;-28.75000000;1.300513;
1783;B1747-31;357.982;-2.516;267.69716057;-31.96226094;0.910363;
1784;J1750-3503;355.314;-4.082;267.68542083;-35.05247222;0.684014;
1785;J1750-3703A;353.532;-5.009;267.55750667;-37.05304167;0.111601;
1786;J1750-3703B;353.526;-5.006;267.55073750;-37.05636944;0.006075;
1787;J1750-3703C;353.533;-5.007;267.55605875;-37.05155000;0.026569;
1788;J1750-3703D;353.532;-5.006;267.55457042;-37.05176889;0.005140;
1789;J1751-2516;3.852;0.692;267.96929167;-25.27861111;0.394836;
1790;J1751-2737;1.761;-0.376;267.80270833;-27.62216667;0.002230;
1791;J1751-2857;0.646;-1.124;267.88622165;-28.96292222;0.003915;
1792;J1751-3323;356.829;-3.382;267.88635417;-33.39433333;0.548227;
1793;B1747-46;345.002;-10.178;267.92581667;-46.95736944;0.742354;
1794;J1752+2359;49.098;23.074;268.14758333;23.99672222;0.409051;
1795;J1752-2410;4.930;1.039;268.24475833;-24.17388889;0.191037;
1796;B1749-28;1.540;-0.961;268.24454000;-28.11036111;0.562558;
1797;J1752-2821;1.267;-0.976;268.10229167;-28.35277778;0.640229;
1798;J1753-12;14.608;6.703;268.22083333;-12.98333333;0.405454;
1799;J1753-1914;9.251;3.412;268.39654583;-19.24944444;0.062955;
1800;J1753-2240;6.299;1.663;268.41602917;-22.67833333;0.095138;
1801;B1750-24;4.274;0.512;268.37757946;-25.00699789;0.528336;
1802;J1753-28;0.887;-1.377;268.27500000;-28.88333333;0.085859;
1803;J1753-2819;1.462;-1.252;268.48409875;-28.32500833;0.018624;
1804;J1753-38;352.277;-6.368;268.25000000;-38.81666667;0.666804;
1805;J1754+0032;26.930;12.844;268.71666667;0.60916667;0.004411;
1806;J1754-2422;4.947;0.618;268.65233333;-24.37333333;2.090248;
1807;J1754-3014;359.862;-2.332;268.62575417;-30.25083333;1.320490;
1808;J1754-3443;355.994;-4.607;268.65571667;-34.73163889;0.361691;
1809;J1754-3510;355.635;-4.882;268.72756667;-35.17861111;0.392704;
1810;B1753+52;79.608;29.628;268.59544500;52.02006778;2.391397;
1811;J1755-0903;18.324;8.150;268.79318333;-9.06433333;0.190710;
1812;J1755-1650;11.527;4.291;268.79853333;-16.84472222;0.733744;
1813;J1755-2025;8.480;2.416;268.89917083;-20.41666667;0.322231;
1814;J1755-2521;4.255;-0.150;268.99879167;-25.35750000;1.175968;
1815;J1755-25211;4.183;-0.016;268.83045833;-25.35250000;1.004513;
1816;J1755-2534;4.047;-0.229;268.95758333;-25.57750000;0.233541;
1817;J1755-2550;3.799;-0.323;268.91000000;-25.83944444;0.315196;
1818;J1755-26;3.618;-0.333;268.81787500;-26.00000000;0.430872;
1819;J1755-2725;2.432;-1.135;268.92450000;-27.42916667;0.261955;
1820;J1755-33;357.109;-4.102;268.80000000;-33.51666667;0.959466;
1821;J1755-3716;353.882;-6.041;268.89769250;-37.26966111;0.012786;
1822;J1756+1822;43.836;20.185;269.07326250;18.38202778;0.744001;
1823;J1756-2225;6.835;1.237;269.10650000;-22.43000000;0.404980;
1824;J1756-2251;6.499;0.948;269.19430755;-22.86648611;0.028462;
1825;B1753-24;5.027;0.044;269.24130613;-24.59286391;0.670480;
1826;J1756-25;4.241;-0.342;269.17500000;-25.46666667;0.855986;
1827;J1756-2619;3.574;-0.891;269.33079167;-26.31888889;0.724514;
1828;J1757-1500;13.367;4.785;269.30313333;-15.00791667;0.179354;
1829;J1757-16;12.151;4.034;269.35416667;-16.43333333;0.451273;
1830;J1757-1854;9.966;2.877;269.26576825;-18.90093778;0.021497;
1831;J1757-2223;7.029;0.970;269.46155000;-22.39694444;0.185310;
1832;B1754-24;5.281;0.054;269.37218150;-24.36873464;0.234106;
1833;J1757-2745;2.391;-1.727;269.47826083;-27.76115556;0.017687;
1834;J1757-5322;339.637;-13.980;269.31317292;-53.37399639;0.008870;
1835;J1757-6032;332.984;-17.182;269.43970833;-60.53630556;0.002913;
1836;J1758-1931;9.544;2.353;269.52333333;-19.52805556;0.692552;
1837;J1758-2206;7.378;0.933;269.68520833;-22.11250000;0.430278;
1838;J1758-2540;4.263;-0.807;269.63308333;-25.68027778;2.107263;
1839;J1758-2630;3.555;-1.225;269.64279167;-26.50277778;1.202893;
1840;J1758-2846;1.556;-2.294;269.56420833;-28.76722222;0.766706;
1841;J1758+3030;56.265;24.032;269.60783333;30.50666667;0.947256;
1842;J1759-1029;17.596;6.504;269.89291667;-10.49916667;2.512263;
1843;J1759-1736;11.378;3.028;269.86733333;-17.60277778;0.798452;
1844;J1759-1903;10.142;2.260;269.92400000;-19.05527778;0.731505;
1845;J1759-1940;9.634;1.901;269.98766667;-19.67472222;0.254720;
1846;J1759-1956;9.366;1.845;269.89758333;-19.93555556;2.843389;
1847;B1756-22;7.472;0.810;269.85068333;-22.09250000;0.460982;
1848;J1759-2302;6.702;0.257;269.95512500;-23.03555556;0.810718;
1849;J1759-2307;6.593;0.275;269.87893750;-23.12138889;0.558889;
1850;J1759-24;5.789;-0.156;269.85000000;-24.03333333;1.457739;
1851;J1759-2549;4.261;-1.082;269.89633333;-25.81861111;0.956549;
1852;J1759-2922;1.202;-2.887;269.95102546;-29.36867382;0.574400;
1853;J1759-3107;359.629;-3.674;269.84190000;-31.12272222;1.078955;
1854;J1759+5036;78.151;28.600;269.94030000;50.61582222;0.176016;
1855;J1759-5505;338.205;-15.050;269.89233333;-55.09191667;0.373392;
1856;J1800-0125;25.749;10.678;270.09200000;-1.42516667;0.783185;
1857;J1800-2114;8.306;1.073;270.05125000;-21.23861111;1.799272;
1858;B1757-23;6.132;-0.118;270.00000000;-23.71666667;1.030820;
1859;J1800+5034;78.130;28.440;270.18488393;50.57271248;0.578375;
1860;B1758-03;23.595;9.257;270.34428333;-3.96547222;0.921493;
1861;J1801-0857A;19.225;6.762;270.46087375;-8.95884806;0.007176;
1862;J1801-0857B;19.225;6.762;270.46068417;-8.95913056;0.028962;
1863;J1801-0857C;19.225;6.762;270.46140546;-8.95908306;0.003739;
1864;J1801-0857D;19.237;6.746;270.48068000;-8.95674556;0.004227;
1865;J1801-0857E;19.225;6.762;270.46093000;-8.95869167;0.007602;
1866;J1801-0857F;19.226;6.762;270.46142042;-8.95868611;0.024892;
1867;J1801-0857G;19.225;6.765;270.45874583;-8.95775000;0.051591;
1868;J1801-0857H;19.224;6.752;270.46912292;-8.96476389;0.005643;
1869;J1801-0857I;19.225;6.763;270.46041667;-8.95888889;0.003250;
1870;J1801-1417;14.546;4.162;270.46280555;-14.29292389;0.003625;
1871;J1801-1855;10.447;1.978;270.34291667;-18.93027778;2.550498;
1872;J1801-1909;10.295;1.781;270.44454167;-19.16000000;1.108725;
1873;J1801-2115;8.446;0.794;270.38537500;-21.25500000;0.438113;
1874;J1801-2154;7.838;0.554;270.28616667;-21.90198611;0.375302;
1875;B1758-23;6.837;-0.066;270.33256200;-23.07906583;0.415827;
1876;B1757-24;5.254;-0.882;270.25006667;-24.85763889;0.124924;
1877;B1758-29;1.437;-3.249;270.44516250;-29.34391667;1.081910;
1878;J1801-3210;358.922;-4.577;270.35786333;-32.18159250;0.007454;
1879;J1801-3458;356.517;-6.023;270.46941667;-34.97694444;1.385604;
1880;J1802+0128;28.612;11.562;270.61437500;1.47325000;0.554262;
1881;J1802+03;30.608;12.488;270.68333333;3.63333333;0.664300;
1882;J1802-0523;22.425;8.398;270.55058333;-5.39138889;1.680573;
1883;J1802-1745;11.573;2.377;270.56187500;-17.75472222;0.514671;
1884;J1802-2124;8.382;0.611;270.52223157;-21.40101361;0.012648;
1885;J1802-2426;5.731;-0.886;270.51291667;-24.44527778;0.569007;
1886;J1802-3346;357.675;-5.629;270.73000000;-33.77916667;2.461052;
1887;J1803+1358;40.299;16.902;270.79583333;13.99055556;0.001520;
1888;J1803-1616;13.020;2.827;270.89450000;-16.27500000;0.536596;
1889;J1803-1857;10.730;1.428;270.99608333;-18.95527778;2.864338;
1890;J1803-1920;10.334;1.338;270.87266667;-19.34472222;0.443649;
1891;B1800-21;8.395;0.146;270.96421042;-21.61870861;0.133667;
1892;J1803-2149;8.140;0.187;270.79013333;-21.82027778;0.106334;
1893;B1800-27;3.494;-2.532;270.88205275;-27.20177396;0.334415;
1894;J1803-3002A;1.025;-3.925;270.89166667;-30.03388889;0.007101;
1895;J1803-3002B;1.025;-3.925;270.89166667;-30.03388889;0.004397;
1896;J1803-3002C;1.025;-3.925;270.89166667;-30.03388889;0.005840;
1897;J1803-3002D;1.025;-3.925;270.89166667;-30.03388889;0.005530;
1898;J1803-3329;358.015;-5.637;270.93522083;-33.48630556;0.633412;
1899;J1803-6707;326.845;-20.344;270.76764725;-67.12671044;0.002135;
1900;B1802-07;20.792;6.773;271.20789751;-7.59019273;0.023101;
1901;J1804-2228;7.722;-0.397;271.11745833;-22.47166667;0.570511;
1902;J1804-2717;3.505;-2.736;271.08805453;-27.29203750;0.009343;
1903;J1804-28;2.833;-3.225;271.20000000;-28.11666667;1.273011;
1904;J1804-2858;1.995;-3.498;271.00634679;-28.97961333;0.001493;
1905;B1802+03;30.413;11.708;271.29231094;3.10840942;0.218712;
1906;J1805+0615;33.351;13.005;271.42666538;6.25516833;0.002129;
1907;J1805-0619;21.990;7.225;271.38098333;-6.32927778;0.454651;
1908;J1805-1504;14.246;3.093;271.27541667;-15.07666667;1.181269;
1909;J1805-2032;9.530;0.313;271.40454167;-20.54750000;0.405769;
1910;J1805-2037;9.449;0.307;271.36745833;-20.62111111;0.357807;
1911;J1805-2447;5.807;-1.725;271.35804167;-24.79166667;0.661402;
1912;J1805-2948;1.456;-4.217;271.42704167;-29.80000000;0.428341;
1913;J1806+1023;37.305;14.560;271.71714167;10.38841667;0.484286;
1914;B1804-12;17.142;4.417;271.52829745;-11.90798496;0.522618;
1915;J1806-1618;13.323;2.213;271.60741667;-16.31055556;0.668309;
1916;J1806-1920;10.641;0.802;271.52750000;-19.33972222;0.879791;
1917;J1806-2125;8.811;-0.280;271.58250000;-21.46543889;0.481825;
1918;J1806+2819;54.645;21.667;271.60444083;28.31697639;0.015084;
1919;J1807+04;31.560;11.650;271.85416667;4.08333333;0.798900;
1920;J1807+0756;35.149;13.276;271.96347917;7.94538611;0.464300;
1921;B1804-08;20.061;5.587;271.90844750;-8.79535278;0.163727;
1922;J1807-2459A;5.837;-2.203;271.83481502;-24.99802819;0.003059;
1923;J1807-2459B;5.836;-2.206;271.83696337;-25.00053194;0.004186;
1924;J1807-2557;4.987;-2.646;271.80691667;-25.95555556;2.764195;
1925;B1804-27;3.843;-3.257;271.78539637;-27.25082303;0.827776;
1926;J1808+00;28.480;9.844;272.07916667;0.56666667;0.425115;
1927;J1808-0813;20.634;5.750;272.03930190;-8.21716578;0.876044;
1928;J1808-1020;18.828;4.600;272.19014167;-10.34675000;0.596993;
1929;J1808-1517;14.472;2.239;272.16287500;-15.29444444;0.544549;
1930;J1808-1726;12.599;1.188;272.17625000;-17.44083333;0.241035;
1931;J1808-2024;9.996;-0.242;272.16390417;-20.41106944;7.555920;
1932;B1805-20;9.446;-0.400;272.02665192;-20.96875681;0.918410;
1933;J1808-2701;4.160;-3.357;272.05512500;-27.02250000;2.457882;
1934;J1808-3249;359.035;-6.115;272.01866667;-32.82611111;0.364912;
1935;J1809-0119;26.962;8.627;272.46400000;-1.32472222;0.744976;
1936;J1809-0743;21.247;5.675;272.39966667;-7.71705556;0.313886;
1937;J1809-1429;15.306;2.393;272.43962500;-14.49027778;0.895285;
1938;J1809+17;43.842;16.864;272.27500000;17.06666667;2.066700;
1939;J1809-1850;11.473;0.316;272.40504167;-18.84861111;1.124481;
1940;J1809-1917;11.094;0.080;272.42973333;-19.29391667;0.082755;
1941;J1809-1943;10.727;-0.158;272.46286233;-19.73109208;5.540743;
1942;J1809-2004;10.363;-0.202;272.31612500;-20.07000000;0.434811;
1943;B1806-21;9.415;-0.720;272.30970645;-21.15079899;0.702414;
1944;J1809-2332;7.390;-1.995;272.45937500;-23.53963333;0.146789;
1945;J1809-3547;356.541;-7.766;272.36241667;-35.78833333;0.860388;
1946;J1810+0705;34.694;12.248;272.69599167;7.09341667;0.307683;
1947;J1810-1441;15.272;2.035;272.74650833;-14.69266667;0.217214;
1948;J1810-1709;13.051;0.956;272.61754167;-17.15750000;1.161133;
1949;J1810+1744;44.642;16.806;272.65533333;17.74371667;0.001660;
1950;J1810-1820;12.064;0.289;272.73133333;-18.34416667;0.153716;
1951;J1810-2005;10.545;-0.563;272.74579958;-20.08563056;0.032822;
1952;B1806-53;340.292;-15.901;272.68530417;-53.63545306;0.261050;
1953;J1811-0154;26.613;8.029;272.83283333;-1.90858333;0.924945;
1954;J1811-0624;22.604;5.923;272.82535875;-6.41039444;0.004146;
1955;J1811+0702;34.709;12.102;272.83508333;7.04158333;0.461713;
1956;J1811-1049;18.712;3.830;272.82112500;-10.81750000;2.623859;
1957;J1811-1717;13.041;0.686;272.86054167;-17.29638889;0.391385;
1958;J1811-1736;12.821;0.435;272.97930833;-17.61047222;0.104182;
1959;J1811-1835;11.909;0.049;272.87383333;-18.59555556;0.557464;
1960;J1811-1925;11.181;-0.348;272.87166667;-19.42444444;0.064667;
1961;J1811-2405;7.073;-2.559;272.83272521;-24.08845056;0.002661;
1962;J1811-2439;6.632;-2.954;272.98137500;-24.66472222;0.415813;
1963;J1811-4930;344.222;-14.267;272.86329167;-49.50577778;1.432704;
1964;B1810+02;30.709;9.692;273.22161561;2.44920135;0.793903;
1965;J1812-15;14.736;1.298;273.15000000;-15.51666667;1.014529;
1966;B1809-173;13.109;0.538;273.03003585;-17.30818717;1.205374;
1967;B1809-176;12.904;0.387;273.06608021;-17.56051972;0.538341;
1968;J1812-1910;11.522;-0.456;273.14537500;-19.17750000;0.430991;
1969;J1812-20;9.954;-1.321;273.15241667;-20.96833333;1.903112;
1970;J1812-2102;9.859;-1.303;273.08720833;-21.04333333;1.223352;
1971;J1812-2526;6.013;-3.448;273.13458333;-25.44388889;0.315835;
1972;J1812-2748;3.949;-4.598;273.16908333;-27.80083333;0.236983;
1973;J1812-3039;1.431;-5.962;273.18709167;-30.65583333;0.587477;
1974;J1813-0402;24.971;6.534;273.39556675;-4.04661739;0.004107;
1975;J1813-1246;17.244;2.445;273.34904167;-12.76644444;0.048072;
1976;J1813-1749;12.816;-0.020;273.39658333;-17.83264444;0.044741;
1977;J1813+1822;45.544;16.401;273.41150000;18.37083333;0.336425;
1978;J1813-2113;9.853;-1.656;273.41612500;-21.21677778;0.426466;
1979;J1813-2242;8.529;-2.329;273.37150000;-22.70166667;0.328514;
1980;J1813-2621;5.322;-4.112;273.41913187;-26.36584861;0.004430;
1981;B1811+40;67.408;24.033;273.30533754;40.22750946;0.931089;
1982;J1814-0521;23.905;5.730;273.60887500;-5.36027778;1.014219;
1983;J1814-0618;23.101;5.233;273.67191667;-6.30047222;1.377868;
1984;J1814+1130;39.205;13.306;273.67809167;11.51220833;0.751261;
1985;J1814-1649;13.820;0.245;273.65562500;-16.82444444;0.957464;
1986;J1814-1744;13.021;-0.215;273.67958333;-17.74666667;3.975905;
1987;J1814+22;49.493;17.779;273.65000000;22.38333333;0.253700;
1988;J1814+31;58.500;21.099;273.62916667;31.50027778;0.002090;
1989;J1815-1738;13.179;-0.272;273.81112500;-17.63523056;0.198457;
1990;J1815-1910;11.810;-0.963;273.76283333;-19.16677778;1.249924;
1991;J1815+5546;84.316;27.133;273.77391993;55.77314169;0.426844;
1992;J1816-0755;21.867;4.092;274.10226250;-7.92291667;0.217643;
1993;J1816-1446;15.836;0.828;274.12162500;-14.77500000;0.594500;
1994;B1813-17;13.433;-0.424;274.07775852;-17.48408470;0.782313;
1995;B1813-26;5.219;-4.906;274.14749583;-26.83138889;0.592885;
1996;J1816+4510;72.830;24.735;274.14972650;45.17607272;0.003193;
1997;J1816-5643;337.673;-17.898;274.15193333;-56.72836111;0.217923;
1998;J1817-0743;22.211;3.876;274.45745833;-7.72191667;0.438095;
1999;J1817-1511;15.595;0.391;274.40083333;-15.19416667;0.224604;
