NAME,RAJD,DECJD,P0,S1400,DIST,DIST_DM,
J1350-6225,207.68520833,-62.42883333,0.138158,*,*,*,
J1352-6803,208.14354167,-68.06030556,0.628903,1.00,9.902,9.902,
J1354+2454,208.51666667,24.90166667,6.270000,*,3.732,3.732,
J1354-6249,208.64583333,-62.82500000,2.951938,0.24,5.159,5.159,
B1352-51,208.99455000,-51.89831944,0.644305,0.85,4.984,4.984,
J1355-5747,208.90395833,-57.78750000,2.038674,0.36,6.443,6.443,
J1355-5925,208.99629167,-59.41691667,1.213381,0.55,7.208,7.208,
J1355-6206,208.83891667,-62.10558333,0.276603,0.54,7.542,7.542,
J1356-5521,209.21065833,-55.35360000,0.507380,0.90,7.317,7.317,
B1353-62,209.35416667,-62.46666667,0.455761,13.20,6.481,6.481,
J1357-6429,209.26012500,-64.49172222,0.166108,0.52,3.100,3.100,
J1358-2533,209.67500000,-25.55000000,0.912971,0.15,2.545,2.545,
J1358-6025,209.60791667,-60.43222222,0.060533,*,*,*,
B1356-60,209.99270000,-60.63543056,0.127508,12.50,5.000,5.472,
J1400-1431,210.15418172,-14.52973479,0.003084,0.17,0.278,0.347,
J1400+21,210.07500000,21.45000000,*,*,0.908,0.908,
J1400-6325,210.19037500,-63.42850000,0.031182,0.25,7.000,9.169,
B1358-63,210.46854167,-63.96166667,0.842805,7.10,1.800,1.762,
J1402+13,210.75000000,13.15333333,0.005890,*,*,*,
B1359-51,210.73333333,-50.36194444,1.380182,*,1.285,1.285,
J1403-0314,210.92083333,-3.25777778,0.362634,*,25.000,25.000,
J1403-6310,210.80833333,-63.17416667,0.399170,0.65,5.667,5.667,
J1403-7646,210.76708333,-76.78263889,1.306198,0.80,5.307,5.307,
J1404+1159,211.15411250,11.98777778,2.650439,0.28,2.189,2.189,
J1405-4656,211.33927292,-46.93397500,0.007602,0.31,0.669,0.669,
J1405-5641,211.30170833,-56.69005556,0.617575,0.10,12.383,12.383,
J1406-4233,211.51995833,-42.55572222,2.436795,0.23,6.785,6.785,
J1406-5806,211.50500000,-58.10888889,0.288349,0.84,5.567,5.567,
J1406-6121,211.70850000,-61.35775000,0.213075,0.44,7.292,7.292,
J1407-6048,211.99433333,-60.81633333,0.492344,0.20,7.860,7.860,
J1407-6153,211.98541667,-61.89972222,0.701615,0.36,8.205,8.205,
J1409-6953,212.32041667,-69.89288889,0.528591,0.30,8.751,8.751,
J1410-6132,212.59829583,-61.53559722,0.050052,1.90,13.510,13.510,
J1410-7404,212.53070833,-74.08147778,0.278729,1.20,1.336,1.336,
J1411+2551,212.82860833,25.85233056,0.062453,*,1.131,1.131,
J1412-6111,213.24841667,-61.19180556,0.529156,0.44,5.284,5.284,
J1412-6145,213.03179167,-61.75791111,0.315258,0.69,7.097,7.097,
J1412+7922,213.23277917,79.36774861,0.058199,*,*,*,
J1413-6141,213.29112500,-61.68694444,0.285625,0.82,8.469,8.469,
J1413-6205,213.37458333,-62.09388889,0.109741,*,2.150,*,
J1413-6222,213.27279167,-62.37438889,0.292408,0.96,13.087,13.087,
B1409-62,213.38048333,-63.12651389,0.394946,1.20,3.037,3.037,
J1414-6802,213.60708333,-68.04944444,4.630188,0.65,5.420,5.420,
J1415-6621,213.88029167,-66.35338889,0.392479,0.50,10.428,10.428,
J1416-5033,214.18583333,-50.55472222,0.794883,0.10,1.423,1.423,
J1416-6037,214.12745833,-60.63319444,0.295580,0.70,5.083,5.083,
J1417-4402,214.37750000,-44.04927778,0.002664,*,4.400,2.163,
J1418-3921,214.70951250,-39.35514167,1.096806,0.95,4.081,4.081,
J1418-5945,214.63458333,-59.75000000,1.672596,0.18,6.140,6.140,
J1418-6058,214.67791667,-60.96361111,0.110573,*,1.885,*,
B1417-54,215.12129167,-54.27297222,0.935772,0.79,4.399,4.399,
J1420-5625,215.01275833,-56.43194444,0.034117,0.12,1.328,1.328,
J1420-6048,215.03432083,-60.80456389,0.068180,1.19,5.632,5.632,
J1421-4409,215.33734946,-44.15126472,0.006386,1.26,2.085,2.085,
J1422-6138,215.61790417,-61.64120000,0.340968,0.00,*,*,
J1423-6953,215.86162500,-69.89522778,0.333411,0.36,4.704,4.704,
J1424-5556,216.05316667,-55.93719444,0.770375,0.38,6.205,6.205,
J1424-56,216.09583333,-56.67972222,1.427000,*,0.949,0.949,
J1424-5822,216.13387500,-58.38213889,0.366736,1.30,6.695,6.695,
J1424-6438,216.24666667,-64.63611111,1.023504,0.24,6.079,6.079,
J1425-5723,216.40233333,-57.39188889,0.353263,0.24,1.065,1.065,
J1425-5759,216.49629167,-57.98616667,0.707868,0.09,7.636,7.636,
J1425-6210,216.28208333,-62.16802778,0.501730,0.19,6.851,6.851,
J1426+52,216.75000000,52.16666667,0.995800,*,25.000,25.000,
J1427-4158,216.96154167,-41.98230556,0.586486,0.30,3.744,3.744,
B1424-55,217.10933333,-55.51390556,0.570292,7.67,1.897,1.897,
J1429-5911,217.49416667,-59.19350000,0.115843,*,1.955,*,
J1429-5935,217.35791667,-59.59969444,0.763915,0.11,7.685,7.685,
J1430+22,217.50416667,22.40638889,*,*,25.000,25.000,
J1430-5712,217.56737500,-57.20872222,0.491519,0.09,3.902,3.902,
B1426-66,217.66972917,-66.38487500,0.785443,16.30,1.327,1.327,
J1431-4715,217.93590708,-47.25765944,0.002012,0.67,1.562,1.822,
J1431-5740,217.76456375,-57.66990833,0.004111,0.36,3.553,3.553,
J1431-6328,213.33845833,-63.46905556,0.002772,*,4.924,4.924,
J1432-5032,218.21779167,-50.53813889,2.034989,0.30,5.280,5.280,
J1433+00,218.37500000,0.46666667,*,*,2.993,2.993,
J1433-6038,218.30491667,-60.64297222,1.954430,0.23,6.221,6.221,
J1434-5943,218.74295833,-59.72822222,1.072121,0.17,3.212,3.212,
J1434-6006,218.52208333,-60.10805556,0.306368,0.24,5.297,5.297,
J1434-6029,218.66291667,-60.49694444,0.963348,0.14,4.808,4.808,
J1434+7257,218.49890417,72.95736444,0.041741,*,0.974,0.974,
J1435-5954,218.75086667,-59.91375000,0.472996,1.60,1.064,1.064,
J1435-6100,218.83448542,-61.01609889,0.009348,0.31,2.816,2.816,
J1437-5959,219.25795833,-59.98372222,0.061696,0.07,8.543,8.543,
J1437-6146,219.31379167,-61.76722222,0.467616,0.24,4.253,4.253,
J1439-5501,219.91559167,-55.02322806,0.028635,0.38,0.655,0.655,
J1439+7655,219.84166667,76.92944444,0.947903,*,2.047,2.047,
B1436-63,220.13025000,-63.74677778,0.459607,0.78,3.446,3.446,
J1441-6137,220.43458333,-61.62333333,1.175840,0.15,3.882,3.882,
J1443-5122,220.86237500,-51.37388889,0.732061,0.60,2.979,2.979,
J1444-5941,221.19375000,-59.68861111,2.760228,0.42,3.844,3.844,
J1444-6026,221.02508333,-60.43594444,4.758576,*,5.823,5.823,
J1446-4701,221.64880023,-47.02410614,0.002195,0.46,1.569,1.569,
J1447-5757,221.86750000,-57.95722222,0.158730,*,*,*,
J1449-5846,222.35595833,-58.77788889,0.463330,0.28,4.169,4.169,
J1452-5851,223.21916667,-58.85366667,0.386643,0.33,4.504,4.504,
J1452-6036,223.21618750,-60.60873056,0.154992,1.90,6.135,6.135,
J1453+1902,223.44049735,19.03669839,0.005792,0.16,1.269,1.269,
B1449-64,223.38610417,-64.22111111,0.179487,18.00,2.800,1.435,
J1454-5846,223.54545000,-58.77631667,0.045249,0.30,2.988,2.988,
J1455-3330,223.94987774,-33.51288526,0.007987,0.73,0.684,0.684,
J1455-59,223.77500000,-59.38333333,0.176191,1.60,6.692,6.692,
J1456-48,224.00000000,-48.00000000,0.536810,*,9.338,9.338,
B1451-68,223.99967917,-68.72763889,0.263377,64.00,0.430,0.436,
B1454-51,224.41705417,-51.38191667,1.748308,1.38,0.994,0.994,
J1457-5900,224.41250000,-59.01416667,1.498637,0.24,3.738,3.738,
J1457-5902,224.38291667,-59.03444444,0.390739,0.26,6.366,6.366,
J1459-6053,224.87495833,-60.88908333,0.103151,*,1.840,*,
J1501-0046,225.43731583,-0.77320000,0.464037,*,2.131,2.131,
J1501-5637,225.46250000,-56.63000000,0.782949,0.21,4.938,4.938,
J1502+28,225.53750000,28.21666667,3.784000,*,1.289,1.289,
J1502+4653,225.58262500,46.89094444,1.752508,*,25.000,25.000,
J1502-5653,225.73912083,-56.89422500,0.535504,0.39,3.961,3.961,
J1502-5828,225.68250000,-58.47833333,0.668105,0.50,7.093,7.093,
J1502-6128,225.62433333,-61.48063889,0.842104,0.56,5.189,5.189,
J1502-6752,225.57756250,-67.87132194,0.026744,0.87,7.865,7.865,
J1503+2111,225.97750000,21.18591667,3.314002,*,0.244,0.244,
J1504-5621,226.20475000,-56.35888889,0.412985,0.24,3.548,3.548,
J1504-5659,226.13327917,-56.98872222,1.672372,0.11,11.274,11.274,
J1505-25,226.25000000,-25.00000000,0.999000,*,4.019,4.019,
B1503-51,226.66458333,-51.96944444,0.840739,3.75,1.384,1.384,
B1504-43,226.89239583,-43.86779167,0.286758,0.90,1.394,1.394,
J1507-5800,226.76460000,-58.01561111,0.897254,0.20,5.893,5.893,
B1503-66,226.95264167,-66.68273889,0.355656,0.60,4.792,4.792,
B1508+55,227.35679083,55.52566500,0.739682,8.00,2.100,2.074,
J1509-5850,227.36315000,-58.84889167,0.088925,0.21,3.372,3.372,
J1509-6015,227.28125000,-60.25516667,0.339038,0.17,11.090,11.090,
B1507-44,227.70375000,-44.36861111,0.943871,*,4.128,4.128,
J1511-5414,227.96368750,-54.24453333,0.200384,0.75,2.430,2.430,
J1511-5835,227.77916667,-58.59111111,0.301511,0.50,5.122,5.122,
J1512-5431,228.02375000,-54.52194444,2.040532,0.38,5.115,5.115,
B1508-57,228.17933333,-57.99994444,0.128699,7.80,6.835,6.835,
J1513-2550,228.34716912,-25.84202361,0.002119,0.31,3.960,3.960,
J1513-5739,228.49579167,-57.65038889,0.973458,0.77,5.890,5.890,
B1509-58,228.48254583,-59.13600000,0.151582,1.43,4.400,4.450,
J1513-5946,228.43658333,-59.77552778,1.046117,*,3.757,3.757,
J1513-6013,228.47508333,-60.22402778,1.958737,0.20,7.928,7.928,
B1510-48,228.56067917,-48.57221389,0.454840,1.30,1.243,1.243,
J1514-4946,228.57964208,-49.77097667,0.003589,0.25,0.908,0.908,
J1514-5316,228.66733333,-53.26730556,0.296279,0.15,0.850,0.850,
J1514-5925,228.74625000,-59.42875000,0.148797,0.29,3.906,3.906,
J1515-5720,228.78845833,-57.34726389,0.286648,0.25,6.069,6.069,
J1516-43,229.13458333,-43.33333333,0.036022,*,3.037,3.037,
J1517-313,229.46250000,-31.33333333,0.140668,*,3.294,3.294,
J1517-314,229.46250000,-31.33333333,1.103726,*,5.440,5.440,
J1517-32,229.25416667,-32.43472222,0.064402,*,0.966,0.966,
J1517-4356,229.36391667,-43.93830556,0.650837,0.50,4.473,4.473,
J1517-4636,229.37240000,-46.60016667,0.886612,0.30,7.675,7.675,
B1516+02A,229.63882333,2.09098611,0.005554,0.12,7.480,25.000,
B1516+02B,229.63107500,2.08763056,0.007947,0.03,7.480,13.608,
J1518+0204C,229.63662039,2.07994869,0.002484,0.04,7.480,6.616,
J1518+0204D,229.63833333,2.08111111,0.002988,0.01,7.480,6.511,
J1518+0204E,229.64166667,2.08277778,0.003182,0.01,7.480,6.507,
J1518+0204F,229.63833333,2.08111111,0.002650,*,7.480,7.470,
J1518-0627,229.74629333,-6.45213889,0.794997,*,2.679,2.679,
J1518-3952,229.73736667,-39.87508333,0.499196,0.90,12.297,12.297,
J1518+4904,229.56999618,49.07618089,0.040935,4.00,0.964,0.964,
J1518-5415,229.55625000,-54.26250000,0.214925,0.08,3.768,3.768,
J1519-5734,229.94829167,-57.57044444,0.518758,0.45,6.799,6.799,
J1519-6106,229.89920833,-61.11516667,2.154307,0.19,5.047,5.047,
J1519-6308,229.78983333,-63.13875000,1.254052,0.32,12.367,12.367,
J1522-5525,230.52791667,-55.42152778,1.389605,0.25,2.000,2.000,
J1522-5735,230.52208333,-57.58333333,0.102136,0.00,*,*,
B1518-58,230.67601667,-58.48411528,0.395354,6.00,3.882,3.882,
J1523-3235,230.90708333,-32.59502778,1.504835,0.20,7.997,7.997,
J1524-20,231.18333333,-20.98916667,*,*,3.175,3.175,
J1524-5625,231.20775000,-56.42316667,0.078219,1.28,3.378,3.378,
J1524-5706,231.08925000,-57.10962222,1.116174,0.45,7.434,7.434,
J1524-5819,231.10270833,-58.32058333,0.961043,0.09,7.546,7.546,
J1525-5417,231.36812500,-54.28888889,1.011694,0.18,4.880,4.880,
J1525-5523,231.40026667,-55.39088889,0.355156,0.21,3.132,3.132,
J1525-5545,231.36722500,-55.76384500,0.011360,0.43,3.140,3.140,
J1525-5605,231.42270833,-56.08694444,0.280349,0.25,5.078,5.078,
J1526-2744,231.64166667,-27.72611111,0.002490,*,*,*,
J1526-5633,231.67166667,-56.56194444,0.301888,0.11,4.796,4.796,
B1524-39,231.99511667,-39.52616667,2.417605,*,1.691,1.691,
B1523-55,231.91972500,-55.86898667,1.048719,0.84,5.381,5.381,
J1528-3146,232.14564250,-31.76856556,0.060822,0.40,0.774,0.774,
J1528-4109,232.03347083,-41.15800000,0.526556,0.60,5.453,5.453,
J1528-5547,232.16325000,-55.78972222,3.467302,0.07,4.471,4.471,
J1528-5838,232.10125000,-58.63361111,0.355687,*,*,*,
J1529-26,232.25000000,-26.00000000,0.799000,*,3.008,3.008,
J1529-3828,232.31294417,-38.47940278,0.008486,0.27,4.301,4.301,
J1529+40,232.30000000,40.81666667,0.476400,*,0.499,0.499,
J1529-5355,232.49000000,-53.92666667,0.891265,0.37,6.240,6.240,
J1529-5611,232.39916667,-56.19138889,0.822249,0.14,3.321,3.321,
J1530-21,232.50000000,-21.00000000,0.505000,*,2.696,2.696,
J1530-5327,232.61205000,-53.46556111,0.278958,0.92,1.123,1.123,
J1530-6343,232.69836667,-63.72044444,0.910320,0.37,11.447,11.447,
J1531-4012,232.78354167,-40.20858333,0.356849,0.40,9.528,9.528,
J1531-5610,232.86625417,-56.18203611,0.084206,0.87,2.841,2.841,
B1530+27,233.04318583,27.76378417,1.124836,0.80,1.695,1.321,
J1532-5308,233.14791667,-53.13500000,0.443825,0.25,3.825,3.825,
J1532-56,233.07500000,-56.53333333,0.522977,0.10,4.440,4.440,
J1534-4428,233.71666667,-44.46927778,1.221426,0.70,9.640,9.640,
J1534-46,233.53333333,-46.23333333,0.364835,*,2.035,2.035,
B1530-53,233.53449167,-53.57212778,1.368882,6.80,0.810,0.810,
B1530-539,233.63995833,-54.09436111,0.289689,1.40,3.748,3.748,
J1535-4114,233.82112500,-41.23419444,0.432866,2.90,2.770,2.770,
J1535-4415,233.98300000,-44.25233333,0.468402,*,5.818,5.818,
J1535-5450,233.99275000,-54.84055556,0.566734,0.17,3.946,3.946,
J1535-5848,233.81983333,-58.80769444,0.307178,0.35,2.971,2.971,
J1536+17,234.06250000,17.81666667,0.933300,*,25.000,25.000,
J1536-30,234.00000000,-30.00000000,1.901000,*,5.285,5.285,
J1536-3602,234.07242500,-36.04966667,1.319759,1.90,7.620,7.620,
J1536-4948,234.09675379,-49.81519111,0.003080,0.09,0.978,0.978,
J1536-5433,234.02008333,-54.55416667,0.881438,1.80,3.306,3.306,
J1536-5907,234.07383333,-59.11766667,0.557841,0.22,8.135,8.135,
B1534+12,234.29150721,11.93206496,0.037904,0.46,0.941,0.877,
J1537-4912,234.36750000,-49.20083333,0.301311,0.31,2.055,2.055,
J1537-5153,234.31554167,-51.88500000,1.528124,0.07,2.744,2.744,
J1537-5312,234.40706108,-53.20696028,0.006927,0.46,3.056,3.056,
J1537-5645,234.46250000,-56.75111111,0.430464,1.00,8.465,8.465,
J1538+2345,234.52529167,23.75111111,3.449385,*,1.312,1.312,
J1538-5438,234.70395833,-54.63805556,0.276726,0.24,3.179,3.179,
J1538-5519,234.67012500,-55.32944444,0.395731,0.42,5.940,5.940,
J1538-5551,234.68756667,-55.86026389,0.104676,0.33,5.977,5.977,
J1538-5621,234.68037500,-56.36541667,1.908494,0.14,3.313,3.313,
J1538-5638,234.52375000,-56.63666667,0.843980,0.28,7.043,7.043,
J1538-5732,234.57575000,-57.54147222,0.341213,0.35,3.428,3.428,
J1538-5750,234.53504167,-57.83808333,0.506568,0.06,2.519,2.519,
J1539-4828,234.92016667,-48.48250000,1.272842,0.20,3.465,3.465,
J1539-5521,234.78320833,-55.35311111,1.004958,0.14,4.912,4.912,
B1535-56,234.80858333,-56.44063889,0.243395,5.00,3.536,3.536,
J1539-6322,234.85291667,-63.38144444,1.630846,*,7.095,7.095,
J1540-5736,235.24591667,-57.61583333,0.612916,0.24,6.349,6.349,
J1541-42,235.47916667,-42.31388889,*,*,2.112,2.112,
J1541+47,235.27308333,47.05095833,0.277701,*,2.034,2.034,
J1541-5535,235.45666667,-55.58361111,0.295838,0.30,5.161,5.161,
J1542-5034,235.68883333,-50.56768333,0.599248,0.30,2.732,2.732,
J1542-5133,235.58304167,-51.55972222,1.783865,0.27,4.061,4.061,
J1542-5303,235.72712500,-53.06138889,1.207568,0.35,5.370,5.370,
B1540-06,235.87557208,-6.34592556,0.709064,2.00,3.226,1.115,
B1541+09,235.91177083,9.48787194,0.748448,5.90,5.900,25.000,
J1543-5013,235.99270833,-50.23277778,0.644255,0.17,5.809,5.809,
J1543-5149,235.93395750,-51.83185694,0.002057,0.82,1.149,1.149,
J1543-5459,235.98512500,-54.98750000,0.377138,0.81,4.658,4.658,
J1544-0713,236.09802917,-7.23306111,0.484130,0.39,2.633,2.633,
J1544+4937,236.01869675,49.63201514,0.002159,*,2.991,2.991,
B1541-52,236.24928917,-53.14637583,0.178554,5.82,0.932,0.932,
J1545-4550,236.48310608,-45.84375766,0.003575,1.07,2.222,2.247,
J1546-3747A,236.51433333,-37.78613889,0.002606,*,10.540,6.446,
J1546-5302,236.53083333,-53.03972222,0.580840,0.32,5.334,5.334,
J1546-5925,236.62227333,-59.42913083,0.007797,0.27,4.026,4.026,
J1547-0944,236.94190833,-9.73550000,1.576925,*,3.756,3.756,
J1547-5709,236.85052000,-57.15488053,0.004291,0.34,2.695,2.695,
J1547-5750,236.87750000,-57.84150000,0.647198,0.23,3.464,3.464,
J1547-5839,236.89579167,-58.65272222,0.242190,0.41,5.685,5.685,
J1548-4821,237.09691667,-48.36380556,0.145655,0.51,3.439,3.439,
J1548-4927,237.08112500,-49.46122222,0.602738,0.69,3.518,3.518,
J1548-5607,237.18339583,-56.12619444,0.170938,1.39,5.702,5.702,
J1549+2113,237.42058750,21.22413889,1.262471,*,3.033,3.033,
J1549-4848,237.33783333,-48.80986111,0.288355,1.60,1.308,1.308,
J1549-57,237.27083333,-57.36027778,0.737500,*,0.704,0.704,
J1549-5722,237.44958333,-57.36722222,0.497772,0.10,2.858,2.858,
J1550-5242,237.51229167,-52.70194444,0.749659,0.32,5.644,5.644,
J1550-5317,237.52000000,-53.28916667,1.421124,0.40,6.932,6.932,
J1550-5418,237.72551608,-54.30669836,2.069833,4.00,4.000,6.291,
J1551-0658,237.78006250,-6.96847222,0.007090,*,1.325,1.325,
J1551-4424,237.95008333,-44.41166667,0.674060,1.00,2.227,2.227,
J1551-5310,237.92083333,-53.18347222,0.453448,0.72,5.878,5.878,
J1551-6214,237.90328333,-62.23982500,0.198839,0.31,3.901,3.901,
J1552-4937,238.05529542,-49.63048444,0.006284,0.34,3.055,3.055,
J1552+5437,238.22221321,54.61827406,0.002428,*,2.636,2.636,
B1550-54,238.49837500,-54.93506944,1.081347,0.90,3.786,3.786,
J1554+18,238.57083333,18.06666667,*,*,2.753,2.753,
J1554-5209,238.61312500,-52.16063889,0.125230,*,3.079,3.079,
J1554-5512,238.66875000,-55.20916667,3.418039,0.11,6.397,6.397,
J1555+01,238.99166667,1.13333333,*,*,1.253,1.253,
J1555-0515,238.91707083,-5.26594444,0.975410,*,1.548,1.548,
B1552-23,238.88826808,-23.68607516,0.532578,0.90,3.747,3.747,
J1555-2908,238.91941062,-29.14122867,0.001788,0.20,7.559,7.559,
B1552-31,238.82480000,-31.57225000,0.518110,4.24,5.299,5.299,
J1556-5358,239.21458333,-53.98194444,0.994681,0.53,5.020,5.020,
J1557-4258,239.25107500,-42.97018333,0.329187,3.14,8.630,8.630,
J1557-5151,239.37208333,-51.85233333,0.408155,0.31,6.485,6.485,
J1558-5419,239.67270833,-54.32388889,0.594575,0.40,7.430,7.430,
J1558-5756,239.62720833,-57.94058333,1.122342,0.19,3.325,3.325,
J1558-67,239.58750000,-67.59972222,0.267268,*,5.402,5.402,
J1559-44,239.75000000,-44.00000000,1.169890,*,4.804,4.804,
B1556-44,239.92302552,-44.64608383,0.257056,37.10,2.300,1.471,
B1555-55,239.83625000,-55.76305556,0.957267,0.72,4.133,4.133,
J1600-3053,240.21626293,-30.89705350,0.003598,2.44,1.887,2.535,
B1557-50,240.22089583,-50.73925000,0.192605,21.00,6.900,5.133,
B1556-57,240.08291667,-57.85425000,0.194456,2.50,4.183,4.183,
J1600-5916,240.14583333,-59.28305556,1.247666,0.33,5.657,5.657,
J1601-50,240.35000000,-50.38333333,0.860777,0.40,1.367,1.367,
J1601-5244,240.36375000,-52.73583333,2.559357,0.13,4.088,4.088,
J1601-5335,240.47837500,-53.59558333,0.288479,0.25,3.576,3.576,
J1602+3901,240.57850000,39.01716667,0.003708,*,1.630,1.630,
J1602-4957,240.57583333,-49.95888889,0.819990,0.17,6.029,6.029,
B1558-50,240.57804167,-51.00169444,0.864286,8.23,8.000,3.405,
J1603-1655,240.78750000,-16.92444444,0.714700,*,25.000,25.000,
J1603+18,240.89166667,18.85000000,0.503000,*,25.000,25.000,
J1603-2531,240.77010542,-25.52997222,0.283071,4.98,3.412,3.412,
B1600-27,240.78359696,-27.22433718,0.778313,1.70,2.306,2.306,
J1603-3539,240.97373750,-35.66586111,0.141909,0.90,4.100,4.100,
J1603-5312,240.96200000,-53.21611111,0.839221,0.25,3.113,3.113,
J1603-5657,240.88108333,-56.96227500,0.496077,0.93,6.730,6.730,
J1603-7202,240.89864683,-72.04243281,0.014842,2.46,3.700,1.129,
J1604-3142,241.15227500,-31.70177778,0.883890,0.37,2.902,2.902,
J1604-44,241.13333333,-44.71666667,1.389200,*,7.833,7.833,
J1604-4718,241.12254167,-47.31330556,0.527466,0.22,1.307,1.307,
B1600-49,241.09573333,-49.16610556,0.327419,6.10,3.225,3.225,
J1604-7203,241.12157083,-72.05846111,0.341403,*,1.595,1.595,
J1605+3249,241.32716667,32.82166667,6.880000,*,*,*,
J1605-5215,241.32916667,-52.26333333,1.013609,0.22,5.087,5.087,
B1601-52,241.31777083,-52.95966667,0.658013,21.00,0.922,0.922,
B1604-00,241.80024917,-0.54486861,0.421816,1.70,1.087,0.680,
J1607-5140,241.95541667,-51.67111111,0.342723,0.26,5.118,5.118,
J1607-6449,241.95296250,-64.82863333,0.298116,0.22,3.444,3.444,
J1609-1930,242.27229167,-19.50222222,1.557917,0.30,1.791,1.791,
J1609-4616,242.42137500,-46.27291667,0.249609,0.38,3.747,3.747,
J1609-5158,242.36125000,-51.97166667,1.279402,0.27,6.477,6.477,
B1607-13,242.67822850,-13.37286409,1.018393,1.11,3.247,3.247,
J1610-17,242.54583333,-17.83333333,*,*,3.768,3.768,
J1610-5006,242.68458333,-50.11172222,0.481119,1.60,5.615,5.615,
J1610-5303,242.55341667,-53.06361111,0.786468,0.76,5.353,5.353,
J1611-01,242.75000000,-1.46666667,1.296870,*,2.015,2.015,
J1611-29,242.75000000,-29.00000000,0.009600,*,7.464,7.464,
J1611-4811,242.76125000,-48.19416667,1.296850,0.08,4.909,4.909,
J1611-4949,242.94429167,-49.83255556,0.666438,0.58,7.234,7.234,
B1607-52,242.76404167,-52.15614722,0.182495,1.45,2.949,2.949,
J1611-5847,242.96380417,-58.79509167,0.354550,0.11,2.479,2.479,
J1612+2008,243.09763333,20.13842500,0.426646,*,1.740,1.740,
J1612-2408,243.10858333,-24.13444444,0.923834,0.50,2.770,2.770,
J1612-49,243.22500000,-49.45000000,0.192687,0.16,6.293,6.293,
J1612-5022,243.11678333,-50.38258333,1.368283,0.23,3.994,3.994,
J1612-5136,243.00250000,-51.61500000,0.483311,0.20,6.690,6.690,
J1612-55,243.02500000,-55.15000000,0.846907,0.11,6.923,6.923,
J1612-5805,243.11590000,-58.09144444,0.615520,0.30,5.542,5.542,
B1609-47,243.37090833,-47.24066944,0.382377,1.40,3.521,3.521,
J1613-5211,243.42691667,-52.18916667,0.457502,0.29,4.718,4.718,
J1613-5234,243.48954167,-52.57138889,0.655221,0.28,7.421,7.421,
B1612+07,243.67044377,7.62528291,1.206801,0.60,1.626,1.626,
J1614-2230,243.65211475,-22.50869336,0.003151,1.14,0.700,1.394,
J1614-23,243.50000000,-23.25000000,0.033500,*,3.235,3.235,
J1614-3846,243.67716667,-38.77638889,0.464106,0.18,5.637,5.637,
J1614-3937,243.63011250,-39.62466667,0.407292,0.70,10.650,10.650,
B1610-50,243.54704167,-50.80097222,0.231694,4.10,5.148,5.148,
J1614-5144,243.69041667,-51.74694444,1.534008,0.16,6.129,6.129,
J1614-5402,243.70991667,-54.04638889,0.572592,0.25,5.829,5.829,
B1612-29,243.97014552,-29.67104248,2.477568,*,1.717,1.717,
J1615-4958,243.82241667,-49.96722222,0.558258,0.16,3.911,3.911,
J1615-5137,243.82000000,-51.62000000,0.179280,*,*,*,
J1615-5444,243.75496250,-54.74233333,0.360958,0.59,6.882,6.882,
B1611-55,243.91845833,-55.61680556,0.791526,0.80,3.192,3.192,
J1616-5017,244.12454167,-50.28747222,0.491384,0.17,3.480,3.480,
J1616-5109,244.12875000,-51.15472222,1.219594,1.20,6.842,6.842,
J1616-5208,244.09750000,-52.14666667,1.025831,0.44,6.006,6.006,
J1617-4216,244.34741667,-42.28305556,3.428466,0.28,7.287,7.287,
J1617-4608,244.39627083,-46.14347222,0.567080,0.15,11.077,11.077,
J1617-5055,244.37208333,-50.92033333,0.069357,0.27,4.743,4.743,
J1618-36,244.63375000,-36.06166667,0.005779,*,6.043,6.043,
J1618-3921,244.57843667,-39.35050417,0.011987,0.63,5.513,5.513,
J1618-4624,244.71989912,-46.40970833,0.005931,0.23,3.045,3.045,
J1618-4723,244.52833333,-47.38863889,0.203553,1.00,3.089,3.089,
J1619-3345,244.75833333,-33.75027778,1.158600,*,5.285,5.285,
J1619-42,244.77500000,-42.03333333,1.023152,0.60,8.149,8.149,
J1620-4927,245.17300000,-49.46030556,0.171935,*,*,*,
J1620-5414,245.06016667,-54.24769444,1.156360,0.13,1.978,1.978,
J1621-5039,245.26962500,-50.66350000,1.084020,0.36,3.917,3.917,
J1621-5243,245.48250000,-52.72888889,0.371924,0.27,6.435,6.435,
J1622-0315,245.74845208,-3.26036889,0.003845,*,1.141,1.141,
J1622-3751,245.51908333,-37.85386111,0.731463,0.20,12.019,12.019,
J1622-4332,245.68945000,-43.54116667,0.916938,0.53,9.762,9.762,
J1622-4347,245.62525000,-43.78927778,0.457681,0.18,5.039,5.039,
J1622-4802,245.69662500,-48.03697222,0.265072,0.92,5.321,5.321,
J1622-4845,245.52270833,-48.77472222,0.735092,0.15,4.244,4.244,
J1622-4944,245.65625000,-49.74166667,1.072968,0.52,5.412,5.412,
J1622-4950,245.68666667,-49.84844444,4.327020,4.80,5.571,5.571,
J1622-6617,245.51528375,-66.28804944,0.023623,0.44,4.045,4.045,
J1623-0841,245.92784458,-8.69350000,0.503015,*,4.643,4.643,
B1620-09,245.82358292,-9.14687028,1.276446,0.60,1.667,25.000,
B1620-26,245.90925750,-26.53160250,0.011076,1.60,1.851,3.651,
B1620-42,245.95121250,-42.94794444,0.364591,2.60,21.557,21.557,
J1623-4949,245.97833333,-49.81777778,0.725732,0.36,3.356,3.356,
