,NAME,RAJD,DECJD,P0,S1400,DIST,DIST_DM,sqrtts
1392,J1655-3048,253.85220833,-30.81166667,0.542936,2.20,10.670,10.670,0.7045089790551886
1393,J1655-3844,253.91108333,-38.73583333,1.193439,0.25,19.040,19.040,0.0
1395,J1656-3621,254.1373125,-36.36658333,0.730134,0.29,10.733,10.733,0.0
1400,J1657-4432,254.40304167,-44.53888889,0.609607,0.38,4.558,4.558,0.0
1403,J1658-4306,254.56916667,-43.11388889,1.166449,0.80,5.254,5.254,1.0962764993045033
1404,J1658-47,254.6,-47.2,0.369365,0.18,23.425,23.425,1.670010146282916
1405,J1658-4958,254.72883333,-49.98288889,0.416874,1.60,6.107,6.107,0.0
1406,J1658-5324,254.66393162,-53.40194528,0.002439,0.43,0.880,0.880,0.1345809297066066
1407,B1657-13,254.97119792,-13.08583042,0.640958,0.80,0.485,0.485,0.0
1408,J1659-4316,254.98491667,-43.26833333,0.474381,0.21,4.986,4.986,0.055944304531486695
1409,J1659-4439,254.91433333,-44.65027778,0.353293,0.42,12.689,12.689,0.0
1411,J1700-0954,255.01345,-9.912,0.817312,0.35,0.217,0.217,0.1280495345268251
1412,J1700-3312,255.22075537,-33.21291686,1.358307,1.60,7.386,7.386,1.7918839377114613
1413,J1700-3611,255.2055,-36.19805556,1.494091,0.80,9.288,9.288,0.0
1414,J1700-3919,255.09279167,-39.31667222,0.560504,0.23,11.634,11.634,0.0
1415,J1700-4012,255.160625,-40.21072222,0.283792,0.13,6.699,6.699,0.0
1416,J1700-4422,255.223625,-44.37416667,0.755535,0.30,6.362,6.362,0.00030303068643560316
1417,J1700-4939,255.094,-49.65416667,0.578363,0.17,15.418,15.418,0.0
1418,J1701-3006A,255.30212258,-30.10838139,0.005242,0.40,6.410,4.880,3.464054952435011
1419,J1701-3006B,255.30278208,-30.11362333,0.003594,0.30,6.410,4.901,3.430840773700678
1420,J1701-3006C,255.303608,-30.11650417,0.007613,0.30,6.410,4.834,3.4064925480227144
1424,J1701-3006G,255.30833333,-30.11166667,0.004608,0.08,6.410,4.748,3.386440151234587
1426,B1658-37,255.326875,-37.44088889,2.454618,4.10,12.947,12.947,0.5862837474343454
1427,B1657-45,255.371475,-45.56352778,0.322909,3.10,19.589,19.589,0.7789169236376225
1428,J1701-4958,255.30345833,-49.97583333,0.804304,0.26,10.823,10.823,0.0
1429,J1702-3932,255.55983333,-39.54444444,0.390328,0.30,15.190,15.190,0.0
1430,J1702-4128,255.71883333,-41.48005556,0.182136,1.17,3.967,3.967,0.0
1431,J1702-4217,255.65183333,-42.28366667,0.227565,0.50,4.715,4.715,0.0
1432,J1702-4306,255.614,-43.11252778,0.215508,0.46,5.047,5.047,0.957431689208602
1433,J1702-4310,255.61225,-43.17777778,0.240524,0.92,4.326,4.326,1.1589835134689077
1434,J1702-4428,255.71916667,-44.4675,2.123506,0.38,11.151,11.151,1.2885233655605504
1436,B1700-18,255.96288125,-18.77079028,0.804341,0.70,2.857,1.686,1.2223720096070354
1437,B1700-32,255.84392038,-32.69667568,1.211785,8.70,3.167,3.167,0.0
1439,J1703-4442,255.83579167,-44.71166667,1.747293,0.21,5.224,5.224,1.5097529390938405
1440,J1703-4851,255.97725417,-48.86695556,1.396405,1.40,4.114,4.114,0.0
1441,J1704-3756,256.23944167,-37.94525,0.305234,0.13,15.245,15.245,0.0
1442,J1704-5236,256.1690375,-52.61594444,0.230708,0.60,9.485,9.485,1.0181207900838498
1445,J1705-1903,256.3625,-19.13444444,0.002480,0.57,2.357,2.357,0.0
1446,B1702-19,256.40041557,-19.11073499,0.298987,5.66,0.747,0.747,0.0
1447,J1705-3423,256.42650833,-34.39530556,0.255427,5.30,3.843,3.843,0.416219820671821
1448,J1705-3936,256.40458333,-39.60805556,0.854482,0.33,9.673,9.673,0.0
1449,J1705-3950,256.37433333,-39.84972222,0.318941,1.60,3.426,3.426,0.19174097986491714
1450,J1705-4108,256.335,-41.14555556,0.861067,1.30,5.969,5.969,0.0
1451,J1705-4331,256.39964167,-43.52044444,0.222561,0.40,3.441,3.441,2.716154258957357
1452,J1705-6135,256.31375,-61.5875,0.808546,0.40,5.577,5.577,1.600152107698958
1453,J1706-3839,256.58875,-38.66416667,0.586287,0.20,17.644,17.644,0.004799927327304612
1454,J1706-4310,256.51879167,-43.1725,0.616979,0.28,17.561,17.561,0.0
1455,J1706-4434,256.59659583,-44.575,0.429922,0.19,19.449,19.449,0.003199601645466617
1459,B1703-40,256.84075,-40.89863889,0.581018,10.20,4.000,3.887,0.0
1462,J1707-4729,256.81477917,-47.49291667,0.266474,2.40,12.833,12.833,0.0
1464,J1708-3426,257.24079167,-34.44555556,0.692116,2.00,4.638,4.638,0.0
1465,J1708-3506,257.07342563,-35.10628889,0.004505,1.45,3.320,3.320,0.0
1466,J1708-3641,257.149625,-36.68930556,0.587567,0.12,11.313,11.313,0.0
1467,J1708-3827,257.06875,-38.46,1.225782,0.42,20.594,20.594,0.0
1469,J1708-4522,257.05383333,-45.38083333,1.297837,0.22,23.091,23.091,0.11943404439821591
1471,B1701-75,257.01041667,-75.65638889,1.191024,0.75,1.322,1.322,0.0
1472,B1706-16,257.36017208,-16.68270278,0.653054,14.50,0.562,0.562,4.482226803080848
1473,J1709+2313,257.27413333,23.22440278,0.004631,0.19,2.179,2.179,0.0
1474,J1709-3626,257.438125,-36.43433333,0.447857,0.58,16.081,16.081,0.009238559928823413
1475,J1709-3841,257.316625,-38.68805556,0.586986,0.31,4.300,4.300,0.0
1477,J1709-4342,257.37875,-43.70388889,1.735898,0.14,6.450,6.450,3.6183649423676325
1478,J1709-4401,257.42245833,-44.01977778,0.865235,0.80,4.597,4.597,0.17217377103240078
1479,B1706-44,257.42803333,-44.48562222,0.102459,12.10,2.600,2.273,0.0
1480,J1710-2616,257.52041667,-26.27638889,0.954158,0.90,5.201,5.201,1.5592789642735287
1481,J1710-37,257.625,-37.5,0.792659,0.10,6.090,6.090,0.0
1482,J1710-4148,257.59895833,-41.80527778,0.286561,0.31,7.193,7.193,0.0
1484,B1709-15,257.97941575,-15.16104092,0.868804,0.70,1.081,1.081,0.0
1485,J1711-3826,257.93520833,-38.43722222,0.465365,0.16,4.146,4.146,0.03991091669105608
1486,J1711-4322,257.79400417,-43.38141667,0.102618,0.26,3.986,3.986,0.0
1487,B1707-53,257.971375,-53.83841667,0.899233,0.84,4.498,4.498,0.0
1491,J1713+0747,258.45639077,7.79374438,0.004570,8.30,1.311,0.919,1.515110868298966
1492,J1713-3844,258.25958333,-38.74138889,1.600114,0.26,4.426,4.426,0.8890848687375641
1493,J1713-3949,258.36666667,-39.81666667,0.392451,0.35,3.885,3.885,0.0
1495,J1714-1054,258.667175,-10.90302778,0.696279,0.50,0.215,0.215,0.0
1498,J1715-3247,258.84775,-32.79166667,1.260214,0.08,4.047,4.047,0.0
1499,J1715-3700,258.79020833,-37.00111111,0.779628,0.37,5.013,5.013,0.0
1500,J1715-3859,258.907875,-38.99030556,0.928108,0.54,5.158,5.158,0.0
1501,J1715-3903,258.80866667,-39.04919444,0.278494,0.66,3.737,3.737,0.0
1502,J1715-4034,258.9205,-40.57166667,2.072155,1.90,3.917,3.917,0.0
1503,J1715-4254,258.79391667,-42.915,0.573745,0.07,18.772,18.772,0.0
1506,J1716-3720,259.04733333,-37.34555556,0.630314,0.41,5.375,5.375,0.695438803438299
1507,J1716-4005,259.17525,-40.09083333,0.311813,1.79,5.418,5.418,0.0
1508,J1716-4111,259.1846125,-41.18597222,1.036067,0.22,4.387,4.387,0.0
1509,J1716-4711,259.00462083,-47.18358333,0.555824,0.30,21.907,21.907,0.0
1511,B1714-34,259.334352,-34.41654571,0.656299,3.90,25.000,25.000,0.33212644967459376
1512,J1717-3737,259.3165,-37.62666667,0.682419,0.69,4.334,4.334,0.0
1513,J1717-3847,259.32666667,-38.78416667,1.149499,0.30,5.012,5.012,0.0
1514,J1717-3953,259.35645833,-39.89861111,1.085521,1.50,6.537,6.537,0.0
1515,J1717-4043,259.449625,-40.73055556,0.397857,0.54,14.244,14.244,0.0
1516,J1717-40435,259.25833333,-40.72527778,0.349929,0.41,16.635,16.635,0.0
1517,B1713-40,259.46816667,-41.05494444,0.887719,1.10,7.283,7.283,0.0
1519,J1717-5800,259.39854167,-58.0015,0.321793,0.50,11.223,11.223,0.0
1520,J1718-3714,259.57745833,-37.23777778,1.289379,0.23,5.326,5.326,0.0
1521,J1718-3718,259.54166667,-37.31472222,3.378574,0.40,3.918,3.918,0.0
1522,J1718-3825,259.55652083,-38.42168333,0.074670,1.70,3.488,3.488,0.0
1523,J1718-41,259.55,-41.11666667,0.548419,0.07,11.597,11.597,0.0
1524,J1718-4539,259.54958333,-45.65441667,0.590473,0.08,13.803,13.803,0.0
1525,J1719-1438,259.79197054,-14.633595,0.005790,0.43,0.336,0.336,0.021724492542768835
1526,J1719-2330,259.90041667,-23.50388889,0.453993,0.16,4.274,4.274,1.2019810307490815
1528,B1715-40,259.757175,-40.11652778,0.189094,1.40,9.783,9.783,0.0
1529,J1719-4302,259.95320833,-43.0365,0.235475,0.37,13.437,13.437,0.0
1531,B1718-02,260.23862083,-2.20663889,0.477715,1.00,2.357,2.357,0.0
1532,B1717-16,260.10502647,-16.55936755,1.565601,1.10,0.988,0.988,0.0
1536,J1720-36,260.225,-36.88333333,0.092132,0.08,3.783,3.783,0.0
1537,J1720-3659,260.00823333,-36.98513889,0.351125,0.74,3.909,3.909,0.0
1538,B1718-19,260.2561683,-19.61404579,1.004037,0.30,8.010,3.071,0.08169204722436253
1540,J1721-2457,260.27290792,-24.95171389,0.003497,0.58,1.393,1.393,0.0
1541,B1718-35,260.38657833,-35.54711412,0.280424,16.80,4.600,4.709,0.0
1542,B1718-32,260.51232917,-32.12925,0.477158,5.40,2.928,2.928,2.257564393079603
1544,B1718-36,260.54090417,-36.54813889,0.399183,2.90,3.992,3.992,0.0
1545,B1719-37,260.74670833,-37.20125,0.236180,3.80,2.477,2.477,0.0
1546,J1722-4400,260.69382083,-44.00922222,0.218554,0.22,9.068,9.068,2.261635854351989
1547,J1723-2837,260.84660667,-28.63254722,0.001856,1.10,0.928,0.720,0.0
1548,J1723-2852,260.9925,-28.88083333,0.625034,0.13,4.768,4.768,0.0
1549,J1723-3659,260.78158333,-36.98727778,0.202725,2.10,3.497,3.497,0.049357528551514124
1550,J1723-38,260.75,-38.33333333,0.765796,0.08,6.842,6.842,0.0
1551,J1724-3149,261.18695833,-31.81777778,0.948237,0.36,17.898,17.898,0.0
1553,J1724-3505,261.19954167,-35.09333333,1.221708,0.24,6.775,6.775,0.56365131754994
1554,J1724-4500,261.1075,-45.00416667,1.309109,0.05,7.366,7.366,0.3155736561290591
1555,J1725-0732,261.30117083,-7.54977778,0.239919,0.11,0.203,0.203,0.0
1556,J1725-2852,261.29125,-28.87277778,1.257788,0.25,4.251,4.251,0.0
1557,J1725-3546,261.42583333,-35.77111111,1.032471,0.61,4.784,4.784,0.0
1558,J1725-3848,261.25041667,-38.81,2.062386,0.14,4.141,4.141,0.0
1560,J1725-4043,261.42258333,-40.71972222,1.465071,0.34,4.465,4.465,0.029320805745494394
1562,J1726-31,261.65,-31.95,0.123470,0.40,5.125,5.125,1.5411528625753603
1563,J1726-3530,261.53129167,-35.49944444,1.110132,0.39,4.722,4.722,0.0
1564,J1726-3635,261.70670833,-36.596,0.287432,0.29,4.847,4.847,1.0477697401337094
1565,J1726-4006,261.63904167,-40.10055556,0.882778,0.21,9.401,9.401,0.19796201799227095
1568,J1727-2739,261.87908333,-27.64805556,1.293100,1.70,3.959,3.959,0.31128368004000345
1570,J1727-2946,261.81289554,-29.77688806,0.027083,0.27,1.881,1.881,0.4110803992868441
1571,J1727-2951,261.751675,-29.86133333,0.028405,0.51,5.415,5.415,0.5014363244446247
1572,B1726-00,262.14507986,-0.1291682,0.386004,0.66,1.459,1.459,0.5875421461457127
1573,J1728-3733,262.19270833,-37.55222222,0.615538,0.19,4.557,4.557,0.0
1574,J1728-4028,262.11533333,-40.46944444,0.866343,1.20,6.904,6.904,0.0
1575,J1729-2117,262.29503333,-21.29111111,0.066293,0.20,0.969,0.969,0.0
1576,J1730-2304,262.59029571,-23.07532084,0.008123,4.00,0.620,0.512,0.24213513611643084
1577,J1730-2900,262.5345,-29.01277778,1.538427,0.13,12.054,12.054,1.3798475350049542
1578,B1727-33,262.63566257,-33.84428622,0.139460,4.30,3.488,3.488,0.0
1579,J1730-3353,262.73158333,-33.89388889,3.270242,0.38,3.460,3.460,0.0
1580,J1730-34,262.525,-34.8,0.099830,0.03,4.566,4.566,1.0862018729405523
1581,J1731-1847,262.82337426,-18.79240722,0.002345,0.38,4.782,4.782,0.0
1582,J1731-3123,262.75220833,-31.39527778,0.753048,0.29,7.285,7.285,0.08511945423479352
1584,J1731-3322,262.809625,-33.37916667,0.544671,0.10,5.552,5.552,0.055376094610202944
1585,B1727-47,262.92566667,-47.74340556,0.829829,27.00,0.700,5.540,0.0
1586,J1732-1930,263.08344038,-19.50238231,0.483770,0.30,2.634,2.634,0.0
1588,J1732-3426,263.02991667,-34.43472222,0.332887,0.24,4.333,4.333,0.0
1589,J1732-35,263.125,-35.08333333,0.126690,0.13,4.042,4.042,0.0
1590,J1732-3729,263.08670833,-37.48472222,2.184001,0.31,10.938,10.938,0.0
1591,B1729-41,263.20833333,-41.48,0.627981,1.10,7.235,7.235,0.8227817348573316
1592,J1732-4156,263.20358333,-41.94155556,0.323434,0.22,11.528,11.528,1.20337986424351
1593,J1732-5049,263.19902793,-50.81672087,0.005313,2.11,1.873,1.873,0.0
1595,B1730-22,263.36015701,-22.4770089,0.871683,4.21,1.105,1.105,0.0
1596,J1733-2533,263.35775,-25.55305556,0.659794,0.10,12.040,12.040,1.2215558417057948
1597,J1733-2837,263.39125,-28.62583333,0.768185,0.07,4.740,4.740,0.38470825904566647
1598,J1733-3030,263.495375,-30.51361111,0.362052,0.20,20.614,20.614,0.9011783100523798
1599,J1733-3322,263.48004167,-33.3675,1.245915,0.80,4.237,4.237,0.0
1600,B1730-37,263.36151,-37.28200833,0.337595,3.60,3.150,3.150,0.0
1601,J1733-4005,263.49433333,-40.09436111,0.561778,0.49,19.225,19.225,0.0
1602,J1733-5515,263.25166667,-55.26111111,1.011234,0.30,4.217,4.217,0.0
1603,B1732-02,263.69025447,-2.21085393,0.839394,0.28,1.798,1.798,0.0
1604,J1734-2415,263.67333333,-24.25555556,0.612524,0.29,3.436,3.436,0.0
1605,J1734-2859,263.500475,-28.99816667,0.301456,0.13,11.352,11.352,0.0
1606,J1734-3058,263.71182917,-30.97816667,0.541286,0.11,3.744,3.744,0.0
1607,J1734-3333,263.61208333,-33.55555556,1.169341,0.71,4.461,4.461,0.09262500007862323
1609,B1732-07,263.77072083,-7.41448056,0.419335,2.76,6.667,0.213,0.0032867922298202333
1610,J1735-3258,263.98716667,-32.97272778,0.350972,0.35,4.974,4.974,0.03378818246959561
1613,J1736-2457,264.18933333,-24.96388889,2.642223,0.84,4.483,4.483,0.0
1614,J1736-2819,264.10304167,-28.32833333,1.592419,0.16,6.012,6.012,0.1373963910766775
1615,J1736-2843,264.17745833,-28.73083333,6.445036,0.43,10.415,10.415,0.0
1617,J1736-3511,264.01125,-35.19888889,0.502803,0.18,2.626,2.626,1.9943362475072992
1623,J1737-0811,264.44630146,-8.18580194,0.004175,1.07,0.206,0.206,0.0
1624,J1737-3102,264.39054167,-31.03347222,0.768672,0.60,3.602,3.602,0.0
1625,J1737-3137,264.267875,-31.6225,0.450432,0.88,4.162,4.162,0.0
1626,J1737-3320,264.29379167,-33.33888889,0.816273,0.35,13.384,13.384,0.10246091449590664
1627,B1734-35,264.41682917,-35.92883333,0.397585,1.00,2.489,2.489,0.049235144416949525
1628,J1738+0333,264.72485766,3.55301852,0.005850,0.34,1.471,1.506,1.2811555737554594
1630,J1738-2330,264.53666667,-23.51305556,1.978847,1.05,2.832,2.832,0.0
1631,J1738-2647,264.52095833,-26.79611111,0.349591,0.44,4.127,4.127,0.0
1632,J1738-2736,264.56095,-27.60716667,0.627716,0.17,11.991,11.991,0.06905058129494986
1633,J1738-2955,264.71716667,-29.93261667,0.443425,0.24,3.460,3.460,0.5753289793868194
1634,J1738-3107,264.6975,-31.12888889,0.549498,0.26,4.790,4.790,0.3822537068924723
1635,B1735-32,264.72577198,-32.19823466,0.768499,2.40,1.274,1.274,0.4561653107559892
1636,J1738-3316,264.64354167,-33.26711111,0.730373,0.55,3.755,3.755,0.07798999612165618
1637,J1739+0612,264.82485833,6.20788889,0.234169,0.80,25.000,25.000,0.0
1638,J1739-1313,264.99092083,-13.22183333,1.215698,0.90,0.735,0.735,0.1182584383592801
1640,B1736-29,264.89288333,-29.05061111,0.322886,4.50,2.911,2.911,1.2523252466121964
1641,J1739-3023,264.91579167,-30.38692222,0.114372,1.01,3.074,3.074,0.46340413251126705
1642,J1739-3049,264.84675,-30.82777778,0.239317,0.50,4.380,4.380,0.08331097647570143
1643,B1736-31,264.85126677,-31.52091637,0.529441,7.04,4.403,4.403,1.0927534018570395
1644,J1739-3159,264.95283333,-31.99694444,0.877561,1.40,3.794,3.794,0.004755713534852015
1645,J1739-3951,264.909375,-39.86675,0.341772,0.12,0.784,0.784,0.0
1646,J1740+1000,265.108125,10.00175,0.154087,2.70,1.227,1.227,0.0
1647,B1737+13,265.03060625,13.19908056,0.803050,2.10,4.176,4.176,0.0
1648,J1740-2540,265.18883333,-25.67194444,1.692656,0.16,15.056,15.056,0.0
1650,B1737-30,265.14091667,-30.26208333,0.606887,8.90,0.400,2.944,1.8997268905651934
1651,J1740-3052,265.2083375,-30.86786111,0.570313,0.70,4.748,4.748,0.0
1652,J1740-3327,265.10716667,-33.46486111,0.515001,0.30,4.191,4.191,0.0760911295572956
1655,B1738-08,265.34401208,-8.67547528,2.043082,1.40,3.571,0.222,0.4299216352906144
1656,J1741+1351,265.37976974,13.86225441,0.003747,0.29,1.667,1.362,0.0
1658,J1741-2054,265.48849167,-20.8992,0.413700,0.16,0.300,0.273,0.0
1660,J1741-2719,265.39608333,-27.32305556,0.346797,0.20,11.562,11.562,0.3982496581681395
1661,J1741-2733,265.25558333,-27.56416667,0.892959,1.80,3.055,3.055,0.013087430505513559
1663,J1741-2945,265.31029167,-29.75972222,0.223558,0.60,3.714,3.714,0.0
1664,J1741-3016,265.27933333,-30.27527778,1.893749,2.60,3.870,3.870,2.599100663693287
1665,J1741-34,265.475,-34.31666667,0.875137,0.20,4.552,4.552,0.0
1667,B1737-39,265.32532917,-39.46061111,0.512212,5.50,4.609,4.609,0.8577486940907023
1670,J1742-3957,265.51845833,-39.95611111,1.016349,0.14,12.007,12.007,0.0
1671,J1742-4616,265.60875,-46.28152778,0.412401,1.50,5.689,5.689,0.013881190372834095
1672,B1740-03,265.7841045,-3.65318894,0.444645,0.50,0.200,0.200,0.0
1674,B1740-13,265.90675856,-13.86054575,0.405337,0.50,3.495,3.495,0.014082643386768198
1675,J1743-2442,265.83383333,-24.71527778,1.242508,0.14,6.493,6.493,0.0
1676,B1740-31,265.90295833,-31.83963889,2.414652,2.10,3.332,3.332,0.005715427030769067
1677,J1743-3153,265.81485417,-31.88480556,0.193105,0.60,8.819,8.819,0.0
1678,J1743-35,265.775,-35.53333333,0.569980,0.05,4.011,4.011,0.9058776530550108
1679,J1743-4212,265.7717625,-42.20066667,0.306167,1.90,5.011,5.011,0.0
1680,J1744-1134,266.12254074,-11.58186576,0.004075,2.60,0.395,0.148,0.0
1682,J1744-2335,266.20195833,-23.59861111,1.683507,0.20,2.723,2.723,0.0
1683,J1744-3130,266.023675,-31.50111111,1.066061,0.70,3.304,3.304,0.0
1684,J1744-3922,266.01114583,-39.37252778,0.172444,0.11,4.541,4.541,0.0
1685,J1744-5337,266.16216667,-53.63083333,0.355666,0.40,8.783,8.783,0.0
1688,J1745-0952,266.28806167,-9.87768944,0.019376,0.38,0.226,0.226,0.0
1689,J1745+1017,266.39098792,10.29792306,0.002652,0.51,1.214,1.214,2.017987948393092
1691,J1745-2229,266.319625,-22.48722222,1.160593,0.13,15.562,15.562,0.0
1693,J1745-2758,266.4677,-27.97722222,0.487528,0.15,4.123,4.123,1.38915152149188
1697,B1742-30,266.48465,-30.67302778,0.367434,21.00,0.200,2.343,0.00021705803401153074
1698,J1745-3812,266.31425,-38.20202778,0.698353,0.20,5.033,5.033,0.5803751312180055
1702,J1746-2849,266.513989,-28.83705139,1.478480,0.40,8.217,8.217,0.0
1703,J1746-2850,266.5275,-28.845,1.077101,0.80,5.612,5.612,0.0
1707,J1747-2647,266.878725,-26.78722222,0.500254,1.54,6.135,6.135,0.0
1708,J1747-2802,266.860625,-28.04361111,2.780079,0.50,5.148,5.148,1.7941806601830765
1710,J1747-2958,266.816175,-29.96694444,0.098814,0.25,2.520,2.520,1.3479345125831532
1711,J1747-4036,266.95298503,-40.61521979,0.001646,1.51,7.149,7.149,0.13587756351454386
1712,B1745-12,267.07253221,-13.01446767,0.394133,2.00,2.403,2.403,0.35051805609707576
1713,B1745-20A,267.2195375,-20.36102778,0.288603,0.37,8.250,8.551,0.0
1719,J1748-2444,267.20213485,-24.74360108,0.442838,0.34,3.845,3.845,0.6658046401028246
1720,B1744-24A,267.00939583,-24.77691667,0.011563,0.61,6.620,4.439,0.0
1721,J1748-2446aa,267.02,-24.77916667,0.005788,0.03,6.620,4.388,0.0
1722,J1748-2446ab,267.02,-24.77916667,0.005120,0.04,6.620,4.432,0.0
1723,J1748-2446ac,267.02,-24.77916667,0.005087,0.03,6.620,4.400,0.0
1725,J1748-2446ae,267.02,-24.77916667,0.003659,0.06,6.620,4.399,0.0
1726,J1748-2446af,267.02,-24.77916667,0.003304,0.03,6.620,4.387,0.0
1727,J1748-2446ag,267.02,-24.77916667,0.004448,0.02,6.620,4.386,0.0
1728,J1748-2446ah,267.02,-24.77916667,0.004965,0.01,6.620,4.390,0.0
1729,J1748-2446ai,267.02,-24.77916667,0.021228,0.03,6.620,4.355,0.0
1730,J1748-2446aj,267.02088292,-24.77634722,0.002959,0.03,6.620,4.400,0.0
1731,J1748-2446ak,267.01535833,-24.777175,0.001890,0.03,6.620,4.385,0.0
1732,J1748-2446al,267.0,-24.76666667,0.005950,0.01,6.620,4.396,0.0
1734,J1748-2446an,267.02357908,-24.77834167,0.004802,0.03,6.620,4.389,0.0
1735,J1748-2446C,267.01891667,-24.77666667,0.008436,1.10,6.620,4.385,0.0
1736,J1748-2446D,267.02,-24.77916667,0.004714,0.07,6.620,4.446,0.0
1737,J1748-2446E,267.02,-24.77916667,0.002198,0.17,6.620,4.380,0.0
1738,J1748-2446F,267.02,-24.77916667,0.005540,0.06,6.620,4.403,0.0
1739,J1748-2446G,267.02,-24.77916667,0.021672,0.02,6.620,4.387,0.0
1740,J1748-2446H,267.02,-24.77916667,0.004926,0.04,6.620,4.393,0.0
1741,J1748-2446I,267.02,-24.77916667,0.009570,0.10,6.620,4.398,0.0
1742,J1748-2446J,267.02,-24.77916667,0.080338,0.06,6.620,4.357,0.0
1743,J1748-2446K,267.02,-24.77916667,0.002970,0.07,6.620,4.359,0.0
1744,J1748-2446L,267.02,-24.77916667,0.002245,0.10,6.620,4.388,0.0
1745,J1748-2446M,267.02,-24.77916667,0.003570,0.14,6.620,4.398,0.0
1746,J1748-2446N,267.02,-24.77916667,0.008667,0.15,6.620,4.396,0.0
1747,J1748-2446O,267.02,-24.77916667,0.001677,0.31,6.620,4.376,0.0
1749,J1748-2446Q,267.02,-24.77916667,0.002812,0.06,6.620,4.357,0.0
1750,J1748-2446R,267.02,-24.77916667,0.005029,0.04,6.620,4.387,0.0
1751,J1748-2446S,267.02,-24.77916667,0.006117,0.02,6.620,4.376,0.0
1752,J1748-2446T,267.02,-24.77916667,0.007085,0.03,6.620,4.391,0.0
1753,J1748-2446U,267.02,-24.77916667,0.003289,0.03,6.620,4.369,0.0
1754,J1748-2446V,267.02,-24.77916667,0.002073,0.10,6.620,4.400,0.0
1755,J1748-2446W,267.02,-24.77916667,0.004205,0.05,6.620,4.402,0.0
1756,J1748-2446X,267.02,-24.77916667,0.002999,0.04,6.620,4.410,0.0
1757,J1748-2446Y,267.02,-24.77916667,0.002048,0.04,6.620,4.401,0.0
1758,J1748-2446Z,267.02,-24.77916667,0.002463,0.03,6.620,4.400,0.0
1759,J1748-30,267.0,-30.28333333,0.382735,0.16,13.822,13.822,0.6120795819839416
1760,J1748-3009,267.0989925,-30.15313333,0.009684,1.40,5.053,5.053,0.452109830523808
1763,J1749-2347,267.31504167,-23.78805556,0.874486,0.13,12.646,12.646,0.41983561371356093
1764,J1749-2629,267.297,-26.48611111,1.335388,0.70,4.196,4.196,0.0006902850855728855
1765,B1746-30,267.30622054,-30.04303417,0.609874,4.10,12.731,12.731,0.0
1766,J1749-4931,267.34904167,-49.53305556,0.445822,0.10,1.980,1.980,0.0
1767,J1749-5417,267.44608333,-54.29186111,0.307577,0.32,3.279,3.279,0.3285001903479575
1768,B1745-56,267.43541667,-56.08861111,1.332310,0.64,2.493,2.493,0.0
1771,J1750-2043,267.57666667,-20.71888889,5.639047,0.24,8.840,8.840,0.3451138876470376
1772,J1750-2438,267.7491125,-24.64944444,0.712794,0.50,12.845,12.845,0.0
1773,J1750-2444,267.59566667,-24.74638889,0.899377,0.27,4.858,4.858,0.0004830144105579835
1774,J1750-2536,267.639125,-25.61194444,0.034749,0.11,3.227,3.227,0.0
1775,J1750-28,267.51666667,-28.75,1.300513,0.09,4.069,4.069,1.1987700955491882
1776,B1747-31,267.69716057,-31.96226094,0.910363,1.40,4.338,4.338,0.01809917066497347
1777,J1750-3503,267.68542083,-35.05247222,0.684014,0.79,5.864,5.864,0.0
1782,J1751-2516,267.96929167,-25.27861111,0.394836,0.22,5.180,5.180,0.0
1784,J1751-2857,267.88622165,-28.96292222,0.003915,0.46,1.087,1.087,0.0
1785,J1751-3323,267.88635417,-33.39433333,0.548227,1.67,14.283,14.283,0.00986969051240381
1786,B1747-46,267.92581667,-46.95736944,0.742354,6.60,0.739,0.739,0.0
1788,J1752-2410,268.24475833,-24.17388889,0.191037,0.47,12.399,12.399,1.1148257146437324
1789,B1749-28,268.24454,-28.11036111,0.562558,47.80,0.200,1.335,0.0
1790,J1752-2821,268.10229167,-28.35277778,0.640229,0.32,5.436,5.436,0.0001075489090090499
1792,J1753-1914,268.39654583,-19.24944444,0.062955,0.13,2.915,2.915,0.0
1793,J1753-2240,268.41602917,-22.67833333,0.095138,0.15,3.232,3.232,0.0
1794,B1750-24,268.37757946,-25.00699789,0.528336,2.30,5.309,5.309,3.314943028961224
1796,J1753-2819,268.48409875,-28.32500833,0.018624,0.14,4.143,4.143,0.0
1798,J1754+0032,268.71666667,0.60916667,0.004411,0.61,4.052,4.052,3.724530962504876
1801,J1754-3443,268.65571667,-34.73163889,0.361691,0.49,7.197,7.197,0.0
1802,J1754-3510,268.72756667,-35.17861111,0.392704,0.47,2.556,2.556,0.0
1803,B1753+52,268.595445,52.02006778,2.391397,1.60,6.250,4.173,0.0
1805,J1755-1650,268.79853333,-16.84472222,0.733744,0.13,4.618,4.618,2.557719329068492
1806,J1755-2025,268.89917083,-20.41666667,0.322231,0.18,15.975,15.975,0.0
1807,J1755-2521,268.99879167,-25.3575,1.175968,0.70,3.444,3.444,0.2519987367463988
1808,J1755-25211,268.83045833,-25.3525,1.004513,0.17,5.055,5.055,0.08181694465666527
1809,J1755-2534,268.95758333,-25.5775,0.233541,0.17,4.399,4.399,0.0
1810,J1755-2550,268.91,-25.83944444,0.315196,0.20,4.891,4.891,0.0
1811,J1755-26,268.817875,-26.0,0.430872,0.14,3.946,3.946,0.0
1812,J1755-2725,268.9245,-27.42916667,0.261955,0.50,2.704,2.704,0.0
