,NAME,RAJD,DECJD,P0,S1400,DIST,DIST_DM,sqrtts
567,B1055-52,164.49602083,-52.44898056,0.197115,4.40,0.093,0.093,0.0
569,B1056-78,164.36541667,-79.23988889,1.347404,0.60,1.439,1.439,0.43396715953349685
570,J1058-5957,164.64270833,-59.96011111,0.616270,0.60,2.588,2.588,0.0
571,B1056-57,164.7537025,-57.70404167,1.185003,2.00,1.645,1.645,0.0
574,J1101-6424,165.40496792,-64.41092556,0.005109,0.30,2.175,2.175,2.502566418915342
576,J1103-5403,165.888725,-54.0620125,0.003393,0.40,1.683,1.683,0.0
577,J1103-6025,165.88116667,-60.426775,0.396587,0.17,2.378,2.378,0.13348448919800632
580,J1105-4353,166.3535,-43.88472222,0.351112,0.19,0.127,0.127,0.0
582,J1105-6107,166.35891667,-61.13026111,0.063202,1.20,2.360,2.360,3.6451436744678483
583,J1106-6438,166.6185,-64.65,2.717934,0.19,2.153,2.153,2.2172187941461803
584,J1107-5907,166.89358333,-59.12186111,0.252773,0.18,0.115,0.115,0.0
585,B1105-59,166.99458333,-59.78444444,1.516531,0.30,1.915,1.915,0.0
586,J1107-6143,166.80125,-61.73305556,1.799396,0.38,2.937,2.937,0.0
587,B1107-56,167.50154667,-56.62571389,0.558254,3.29,2.447,2.447,0.0
590,J1112-6103,168.06170833,-61.05863889,0.064962,2.30,4.464,4.464,0.0
591,B1110-65,168.16005833,-66.21796194,0.334214,1.70,2.534,2.534,0.0
592,B1110-69,168.21158333,-69.44231389,0.820488,0.60,2.076,2.076,0.7887850911689424
593,B1112-60,168.59454167,-61.00891667,0.880858,5.36,5.477,5.477,0.0
594,J1115-0956,168.86400417,-9.94808333,1.310894,0.22,1.061,1.061,0.0
595,B1112+50,168.91,50.50341389,1.656440,3.00,0.923,0.923,0.0
596,J1115-6052,168.97384167,-60.87183611,0.259779,0.48,2.185,2.185,0.0
598,B1114-41,169.179525,-41.37887778,0.943158,6.00,0.280,0.280,0.0
599,J1117-6154,169.34920833,-61.90611111,0.505097,1.60,3.976,3.976,0.5240352712433441
600,J1117-6447,169.4375,-64.79944444,1.155272,0.14,2.752,2.752,0.14530417780240773
601,J1119-6127,169.80958333,-61.46375,0.407963,1.09,8.400,6.398,0.0
602,B1118-79,169.92,-79.60841667,2.280597,0.70,0.814,0.814,0.0
604,J1120-3618,170.097325,-36.32790778,0.005557,0.30,0.954,0.954,3.934109501475735
605,B1119-54,170.32954167,-54.73475,0.535787,1.50,2.324,2.324,0.08834676091884502
607,J1123-4844,170.8152125,-48.73965278,0.244838,1.00,1.858,1.858,0.9601517095514004
608,J1123-6102,170.92375,-61.03505556,0.640234,1.10,3.487,3.487,0.0
609,J1123-6259,170.981375,-62.98636667,0.271437,0.51,2.187,2.187,0.0
610,J1123-6651,170.96754167,-66.86363056,0.232976,0.60,1.675,1.675,0.5817700739328032
612,J1124-5638,171.23529167,-56.64436111,0.185560,0.31,2.639,2.639,0.0
613,J1124-5916,171.1625,-59.27194444,0.135477,0.08,5.000,2.674,0.0
614,J1124-6421,171.24791667,-64.35472222,0.479099,0.19,2.702,2.702,0.0
615,J1125-5825,171.43485683,-58.4213555,0.003102,1.00,1.744,1.744,1.6897724829791076
616,J1125-6014,171.48012346,-60.23519318,0.002630,1.32,0.988,0.988,0.0
617,J1125+7819,171.49940268,78.33019874,0.004202,1.10,0.903,0.903,0.0
620,B1124-60,171.7192,-60.9111,0.202737,1.40,2.426,2.426,0.0
621,J1126-6942,171.59025,-69.70438889,0.579419,0.30,1.185,1.185,0.45607647138615154
622,J1128-6219,172.19458333,-62.31916667,0.515984,0.27,7.401,7.401,1.6139991611787063
625,J1130-5826,172.56804167,-58.43397222,0.162323,0.18,2.408,2.408,0.0
626,J1130-5925,172.5435,-59.42613889,0.680984,0.12,2.387,2.387,0.0
627,J1130-6807,172.63297083,-68.12458889,0.256353,0.55,1.972,1.972,0.009970375388635726
629,J1132-4700,173.0605,-47.01013889,0.325633,0.49,2.688,2.688,0.0
630,J1132-5627,173.06558333,-56.45802778,0.175166,0.09,2.911,2.911,0.0
631,B1131-62,173.464375,-62.84738889,1.022875,7.00,7.448,7.448,0.0
634,B1133+16,174.01299917,15.85393972,1.187913,20.00,0.372,0.414,0.0
635,B1133-55,174.009,-55.41858333,0.364713,6.00,1.518,1.518,1.4709856549215212
636,J1136-6527,174.10508333,-65.45541667,1.189309,0.14,1.955,1.955,0.0
637,J1137-6700,174.38370417,-67.00916944,0.556216,1.50,2.603,2.603,0.0
639,J1138-6207,174.59008333,-62.13313889,0.117564,0.57,7.183,7.183,0.0
641,J1141-3107,175.3567875,-31.13127778,0.538432,0.80,0.783,0.783,0.0
642,J1141-3322,175.42815,-33.37703056,0.291468,1.60,1.853,1.853,0.0
643,J1141-6545,175.279225,-65.75530919,0.393899,2.40,10.000,1.676,0.0
644,J1142+0119,175.7089375,1.32658056,0.005075,0.04,2.169,2.169,0.6190378856206116
645,J1142-6230,175.71875,-62.50108333,0.558383,0.26,3.483,3.483,1.1833507372904235
646,J1143-5158,175.81277083,-51.97774722,0.675646,0.30,2.397,2.397,0.0
647,J1143-5536,175.79079167,-55.60125,0.685358,0.20,2.220,2.220,0.49268263270644697
648,J1144-6146,176.145,-61.78027778,0.987783,0.45,1.395,1.395,0.10865454189121267
649,J1144-6217,176.00879167,-62.29175,0.850665,0.20,2.645,2.645,0.0
650,B1143-60,176.53214667,-60.51656167,0.273375,3.20,1.634,1.634,0.0
651,J1146-6610,176.74322125,-66.18093278,0.003722,0.55,1.793,1.793,0.0
652,J1148-5725,177.118875,-57.42016667,3.559937,0.12,2.063,2.063,1.7782814685104018
653,J1148-6415,177.1575,-64.25916667,3.241029,0.06,2.454,2.454,0.3079132308023449
654,J1151-6108,177.98691667,-61.13822222,0.101633,0.06,2.227,2.227,0.0
655,J1152-5800,178.04166667,-58.00944444,1.789829,0.12,2.156,2.156,0.0
656,J1152-6012,178.22416667,-60.20583333,0.376570,0.17,1.367,1.367,0.0
659,J1154-6250,178.58375,-62.83408333,0.282012,0.07,1.358,1.358,0.0
661,J1156-5707,179.03104167,-57.11725,0.288417,0.27,2.848,2.848,0.4248386060573231
663,J1157-5112,179.284025,-51.21559444,0.043589,0.28,0.961,0.961,0.0
664,B1154-62,179.3133625,-62.41414722,0.400526,14.00,4.000,4.758,0.0
665,J1159-6409,179.84041667,-64.16583333,0.667486,0.47,2.035,2.035,0.0
666,J1159-7910,179.89879167,-79.16822222,0.525074,0.70,1.607,1.607,1.2578338232700224
667,J1201-6306,180.345875,-63.11652778,0.592136,0.13,9.538,9.538,0.8213702584982033
668,B1159-58,180.61802083,-58.34267778,0.452803,3.00,1.887,1.887,0.0
670,J1204-6843,181.153,-68.72144167,0.308861,0.50,1.906,1.906,0.08899348608832804
671,J1207-4508,181.83025,-45.13586111,1.769828,0.31,2.634,2.634,0.09281735986473368
672,J1207-5050,181.84334967,-50.84407778,0.004843,0.39,1.267,1.267,3.859064676681522
675,J1210-5559,182.52494608,-55.98440281,0.279768,1.27,2.372,2.372,0.0
676,J1210-6322,182.69491667,-63.37247222,1.163186,0.15,9.548,9.548,0.1953583356687259
677,J1210-6550,182.675,-65.83461111,4.237010,0.17,0.923,0.923,0.1794329901066922
678,J1211-6324,182.85075,-63.41255556,0.433084,0.45,8.049,8.049,0.020097267799150557
679,J1214-5830,183.53508333,-58.50719444,0.909823,0.14,1.883,1.883,0.08501159558057039
680,J1215-5328,183.75258333,-53.47544444,0.636414,0.50,3.275,3.275,0.24551621666942167
682,J1216-6223,184.17483333,-62.39916667,0.374053,0.23,18.316,18.316,0.0
683,J1216-6410,184.03058167,-64.16922944,0.003539,1.15,1.098,1.098,0.0
684,J1220-6318,185.07441667,-63.31291667,0.789212,0.68,8.948,8.948,0.44665445659444064
686,J1222-5738,185.71791667,-57.63888889,1.081164,0.11,1.408,1.408,0.0
687,J1223-5856,185.91725,-58.94691667,0.288541,0.38,4.770,4.770,1.031863075404418
688,J1224-6208,186.184375,-62.14475,0.585761,0.23,9.876,9.876,0.006749110220881353
689,B1221-63,186.092725,-64.13163056,0.216480,8.90,4.000,1.535,0.0
690,J1225-5556,186.4326125,-55.94531667,1.018453,0.30,1.929,1.929,0.0
691,J1225-6035,186.36929167,-60.59377778,0.626324,0.26,2.194,2.194,0.0
692,B1222-63,186.42833333,-64.14527778,0.419618,1.26,9.846,9.846,0.0
696,J1227-6208,186.75183875,-62.14549694,0.034528,0.27,9.469,9.469,0.2387421032732815
698,J1231-1411,187.79713833,-14.19545278,0.003684,0.29,0.420,0.420,0.0
699,J1231-4609,187.94066667,-46.16255556,0.877239,1.70,1.965,1.965,0.0
701,J1231-6303,187.80416667,-63.055,1.351236,1.50,8.279,8.279,0.9917227705696824
703,J1232-4742,188.07958333,-47.71413889,1.872994,2.38,0.871,0.871,0.1627041458039928
704,J1232-6501,188.07433333,-65.01759167,0.088282,0.34,5.423,5.423,0.9138424965469969
705,J1233-6312,188.38125,-63.20805556,0.564759,0.25,10.020,10.020,4.873639190990125
706,J1233-6344,188.41625,-63.74861111,0.756892,0.07,10.379,10.379,1.4998227485547901
708,B1232-55,188.82916667,-54.95,0.638234,1.00,1.741,1.741,0.0
709,J1235-6354,188.9905,-63.90844444,0.256778,0.16,10.296,10.296,0.0
711,J1236-5033,189.24645833,-50.56008333,0.294760,0.60,2.755,2.755,0.0
712,J1237-6725,189.35791667,-67.42608333,2.110974,0.40,3.036,3.036,0.4643371029394937
714,B1237+25,189.91858917,24.897025,1.382449,23.20,0.840,0.827,0.9425418168309239
717,B1236-68,189.99566667,-68.54137222,1.301923,0.96,1.575,1.575,0.773604363241824
718,B1237-41,190.073375,-41.41436111,0.512242,0.60,1.682,1.682,0.9851885186447965
721,J1243-5735,190.89741667,-57.59522222,0.471225,0.14,14.144,14.144,0.14701734261298988
722,B1240-64,190.82125417,-64.389925,0.388485,34.20,2.000,9.405,0.0
723,J1244-1812,191.10741667,-18.2045,3.425324,0.20,1.085,1.085,4.603490882705622
724,J1244-5053,191.04783333,-50.88905556,0.275207,0.20,3.422,3.422,0.0
725,J1244-6359,191.19872083,-63.9965,0.147274,0.15,8.497,8.497,0.0
726,J1244-6531,191.15958333,-65.52,1.546819,0.17,10.862,10.862,0.006900317331830178
727,J1245-6238,191.338,-62.64886111,2.283093,0.14,9.956,9.956,3.7751440855959193
728,J1246+2253,191.70567917,22.89535278,0.473871,0.39,2.465,2.465,0.503175151496208
729,J1248-6344,192.19316667,-63.736,0.198335,0.20,10.699,10.699,0.0
730,J1248-6444,192.13695833,-64.73333333,1.234893,0.15,5.969,5.969,1.0417409741502188
731,J1249-6507,192.47633333,-65.12216667,0.434445,0.10,5.123,5.123,0.6709210776588489
732,J1251-7407,192.97058333,-74.12084444,0.327058,0.20,1.860,1.860,1.256149576750235
734,J1252-6314,193.17758333,-63.24241667,0.823339,0.66,7.317,7.317,0.6319122091604485
735,J1253-5820,193.36809167,-58.34469167,0.255496,4.10,1.641,1.641,0.06924395393610933
736,J1254-6150,193.63533333,-61.84744444,0.184502,0.15,1.531,1.531,0.0
738,J1255-6131,193.97858333,-61.51947222,0.657974,0.13,4.824,4.824,0.010108994779516246
739,J1255-62,193.825,-62.8,0.182912,0.13,19.757,19.757,0.06712216585770925
740,B1254-10,194.26984375,-10.45154194,0.617308,1.20,25.000,25.000,0.0
741,B1256-67,194.84433333,-67.69451944,0.663330,1.30,1.574,1.574,1.1930707285069209
742,B1257+12,195.01490292,12.68235336,0.006219,0.39,0.709,0.877,0.0017212029504937547
743,J1300-6602,195.11220833,-66.038,1.143316,0.12,15.566,15.566,0.0
745,J1301-6305,195.44066667,-63.09275,0.184528,0.49,10.717,10.717,0.0
746,J1301-6310,195.36791667,-63.17791667,0.663830,0.11,1.458,1.458,0.0
747,J1302-3258,195.60833333,-32.98,0.003770,0.17,1.431,1.431,0.0
748,J1302-63,195.51666667,-63.74805556,0.325724,0.10,25.000,25.000,2.5442281327594185
749,J1302-6313,195.58,-63.22472222,0.967846,0.18,11.331,11.331,0.0
750,B1259-63,195.69849307,-63.83573016,0.047763,4.50,2.632,2.214,2.844310163429499
752,J1303-6305,195.75008333,-63.08355556,2.306642,0.36,10.248,10.248,0.0
754,J1305-6203,196.33808333,-62.05585278,0.427774,0.67,11.586,11.586,0.1699285149601499
755,J1305-6256,196.36666667,-62.94416667,0.478231,0.32,25.000,25.000,0.010724372940282396
756,B1302-64,196.34779167,-64.92458333,0.571652,2.10,11.900,11.900,0.0
757,J1305-66,196.4,-66.65,0.197276,0.20,11.627,11.627,0.0
758,J1306-4035,196.73458333,-40.58980556,0.002205,2.10,4.700,11.900,0.0
759,J1306-6242,196.68583333,-62.70083333,0.981902,0.14,11.430,11.430,0.0
760,B1303-66,196.65883333,-66.28922222,0.473028,4.91,15.872,15.872,0.0
761,J1307-6318,196.97791667,-63.30972222,4.962427,1.40,10.783,10.783,0.28761690204977636
766,J1308-5844,197.08783333,-58.73716667,0.464700,0.21,6.462,6.462,1.0971831801826415
767,J1309-6415,197.31916667,-64.26638889,0.619454,0.21,11.977,11.977,3.9239315789478293
768,J1309-6526,197.25120833,-65.43794444,0.398292,0.15,11.256,11.256,0.0
769,B1309-12,197.96937478,-12.46711749,0.447518,0.50,25.000,25.000,0.5020973199738156
771,J1312+0051,198.194343,0.85002889,0.004228,0.19,1.471,1.471,0.5220238630381572
776,B1309-53,198.01961667,-54.04513889,0.728154,0.78,4.905,4.905,0.03261818443848029
777,B1309-55,198.22305417,-55.27980556,0.849243,3.04,4.187,4.187,0.0
778,J1312-6400,198.02983333,-64.01544444,2.437432,0.75,1.526,1.526,3.71207652143593
779,J1313+0931,198.34583333,9.53222222,0.848933,0.16,1.080,1.080,0.0
780,J1314-6101,198.5975,-61.02111111,2.948390,0.41,8.539,8.539,0.0
781,J1316-6232,199.19291667,-62.53672222,0.342825,0.74,25.000,25.000,0.0
784,J1317-6302,199.43620833,-63.04783333,0.261271,1.60,12.771,12.771,0.0
785,B1316-60,199.834375,-60.94633056,0.284353,1.30,11.852,11.852,0.9182251329995844
786,J1319-6105,199.85966667,-61.09061111,0.421118,0.84,12.173,12.173,1.185841948315946
787,J1320-3512,200.05283333,-35.20722222,0.458488,4.70,0.873,0.873,2.2108883112753936
788,B1317-53,200.22467083,-53.98472222,0.279738,2.10,2.204,2.204,1.3076828101118088
790,J1321-5922,200.41483333,-59.38113889,1.279058,0.19,25.000,25.000,0.0
791,B1322+83,200.44013125,83.39428667,0.670037,0.90,1.087,0.977,0.0
792,J1322-62,200.725,-62.85,1.044851,0.30,15.752,15.752,0.0
793,J1322-6241,200.63395833,-62.69819444,0.506058,0.37,12.236,12.236,0.0
794,J1322-6329,200.575,-63.49361111,2.764209,0.17,12.376,12.376,2.3757331021240446
795,J1324-6146,201.18291667,-61.76666667,0.844109,0.73,25.000,25.000,0.1696426735812559
796,J1324-6302,201.056875,-63.03919444,2.483804,0.23,11.685,11.685,0.16934781283787267
797,J1325-6253,201.27037792,-62.89433167,0.028969,0.13,6.398,6.398,0.0
799,J1326-4728A,201.66529167,-47.50323333,0.004109,0.07,5.426,6.873,0.735191530534386
800,J1326-4728B,201.7065125,-47.49017222,0.004792,0.06,5.426,6.883,0.5515585761222426
801,J1326-4728C,201.68333333,-47.5,0.006868,0.03,5.426,6.965,0.6577666551122465
802,J1326-4728D,201.68333333,-47.5,0.004579,0.03,5.426,6.083,0.6577666551122465
803,J1326-4728E,201.68333333,-47.5,0.004208,0.02,5.426,5.686,0.6577666551122465
804,B1323-58,201.74257083,-58.99146944,0.477994,18.00,3.000,10.675,0.5066387471162798
805,B1323-63,201.6351375,-64.1455,0.792674,1.90,11.992,11.992,0.42997141434645725
807,J1327-0755,201.98995,-7.92494444,0.002678,0.19,25.000,25.000,0.0
808,B1323-62,201.82156667,-62.37929444,0.529929,21.00,4.000,6.509,0.0
809,B1323-627,201.78096667,-63.020975,0.196480,4.20,6.218,6.218,0.0
810,J1327-6400,201.79279167,-64.00363889,0.280678,0.21,12.991,12.991,0.0
811,B1325-43,202.0268,-43.96225556,0.532699,4.40,1.424,1.424,0.0
812,B1325-49,202.13991667,-49.35927778,1.478721,0.82,8.396,8.396,0.0
814,J1329-6158,202.26375,-61.98305556,1.565218,0.22,11.872,11.872,0.0
815,J1331-5245,202.75004167,-52.75705556,0.648117,0.30,8.933,8.933,0.0
817,J1332-3032,203.21868568,-30.53813716,0.650434,0.30,0.882,0.882,0.10039308778139515
818,J1333-4449,203.4367875,-44.82395,0.345603,0.30,1.434,1.434,0.0
820,J1334-5839,203.62545458,-58.65459583,0.107718,0.62,2.495,2.495,0.2847434875202763
821,J1335-3642,203.9,-36.7,0.399192,0.27,2.495,2.495,0.0
825,J1337-4441,204.36562083,-44.69508333,1.257511,1.50,25.000,25.000,0.0
826,J1337-6306,204.33479167,-63.10647222,0.207953,0.11,12.932,12.932,0.0
827,J1337-6423,204.38284583,-64.38469861,0.009423,0.27,5.952,5.952,0.0
828,B1334-61,204.53852917,-62.07186111,1.239001,5.90,12.363,12.363,0.0
829,J1339-4712,204.98578583,-47.20153333,0.137055,0.70,1.212,1.212,4.341042223660982
830,J1339-6618,204.98583333,-66.30216667,0.558179,0.23,7.327,7.327,0.350979905362882
831,B1336-64,205.00133333,-64.94525,0.378622,0.90,1.402,1.402,0.0
832,J1341-6023,205.28070833,-60.39297222,0.627285,0.63,7.278,7.278,0.0
833,B1338-62,205.427625,-62.33908333,0.193340,2.70,12.599,12.599,0.061894899856302865
834,J1342+2822A,205.50279167,28.37538889,0.002545,0.01,10.180,25.000,0.0
835,J1342+2822B,205.54619625,28.37781694,0.002389,0.01,10.180,25.000,0.0
836,J1342+2822C,205.54833333,28.37722222,0.002166,0.01,10.180,25.000,0.0
837,J1342+2822D,205.5425,28.37666667,0.005443,0.01,10.180,25.000,0.0
841,J1344-5855,206.22104167,-58.92354722,0.252398,0.14,7.537,7.537,0.0
842,J1344-6059,206.165,-60.99194444,0.540102,0.19,7.414,7.414,0.0
843,J1345-6115,206.435125,-61.2585,1.253085,0.59,5.565,5.565,0.0
844,J1346-4918,206.593125,-49.302,0.299625,0.50,2.529,2.529,0.0
845,J1347-5947,206.83075,-59.79438889,0.609962,0.67,6.285,6.285,0.02276171248735134
846,J1348-6307,207.17666667,-63.11777778,0.927772,0.51,10.640,10.640,0.10856753426166225
847,J1349-6130,207.40258333,-61.50475556,0.259365,0.76,5.480,5.480,0.2610391870617803
849,J1350-5115,207.56732917,-51.25682222,0.295700,1.27,3.304,3.304,0.0
851,J1352-6803,208.14354167,-68.06030556,0.628903,1.00,9.902,9.902,0.0
853,J1354-6249,208.64583333,-62.825,2.951938,0.24,5.159,5.159,0.03637855199646386
854,B1352-51,208.99455,-51.89831944,0.644305,0.85,4.984,4.984,1.958332803185613
855,J1355-5747,208.90395833,-57.7875,2.038674,0.36,6.443,6.443,0.0
856,J1355-5925,208.99629167,-59.41691667,1.213381,0.55,7.208,7.208,0.0
857,J1355-6206,208.83891667,-62.10558333,0.276603,0.54,7.542,7.542,0.0
858,J1356-5521,209.21065833,-55.3536,0.507380,0.90,7.317,7.317,0.39007835062110774
859,B1353-62,209.35416667,-62.46666667,0.455761,13.20,6.481,6.481,0.00013285990363825787
860,J1357-6429,209.260125,-64.49172222,0.166108,0.52,3.100,3.100,0.0
861,J1358-2533,209.675,-25.55,0.912971,0.15,2.545,2.545,0.0
863,B1356-60,209.9927,-60.63543056,0.127508,12.50,5.000,5.472,0.0
864,J1400-1431,210.15418172,-14.52973479,0.003084,0.17,0.278,0.347,0.0
866,J1400-6325,210.190375,-63.4285,0.031182,0.25,7.000,9.169,0.0
867,B1358-63,210.46854167,-63.96166667,0.842805,7.10,1.800,1.762,0.0
871,J1403-6310,210.80833333,-63.17416667,0.399170,0.65,5.667,5.667,0.25319579480869414
872,J1403-7646,210.76708333,-76.78263889,1.306198,0.80,5.307,5.307,1.5862130992481238
873,J1404+1159,211.1541125,11.98777778,2.650439,0.28,2.189,2.189,1.9809086835870782
874,J1405-4656,211.33927292,-46.933975,0.007602,0.31,0.669,0.669,0.0
875,J1405-5641,211.30170833,-56.69005556,0.617575,0.10,12.383,12.383,0.5323728323385933
876,J1406-4233,211.51995833,-42.55572222,2.436795,0.23,6.785,6.785,0.0004098576958383355
877,J1406-5806,211.505,-58.10888889,0.288349,0.84,5.567,5.567,0.0
878,J1406-6121,211.7085,-61.35775,0.213075,0.44,7.292,7.292,0.0
879,J1407-6048,211.99433333,-60.81633333,0.492344,0.20,7.860,7.860,0.7918592597847676
880,J1407-6153,211.98541667,-61.89972222,0.701615,0.36,8.205,8.205,1.58389828974444
881,J1409-6953,212.32041667,-69.89288889,0.528591,0.30,8.751,8.751,0.0
882,J1410-6132,212.59829583,-61.53559722,0.050052,1.90,13.510,13.510,0.0
883,J1410-7404,212.53070833,-74.08147778,0.278729,1.20,1.336,1.336,0.0
885,J1412-6111,213.24841667,-61.19180556,0.529156,0.44,5.284,5.284,0.0
886,J1412-6145,213.03179167,-61.75791111,0.315258,0.69,7.097,7.097,0.23076552549178017
888,J1413-6141,213.291125,-61.68694444,0.285625,0.82,8.469,8.469,0.0
890,J1413-6222,213.27279167,-62.37438889,0.292408,0.96,13.087,13.087,1.5566929440710744
891,B1409-62,213.38048333,-63.12651389,0.394946,1.20,3.037,3.037,0.0
892,J1414-6802,213.60708333,-68.04944444,4.630188,0.65,5.420,5.420,0.0
893,J1415-6621,213.88029167,-66.35338889,0.392479,0.50,10.428,10.428,0.08886538396262045
894,J1416-5033,214.18583333,-50.55472222,0.794883,0.10,1.423,1.423,0.0
895,J1416-6037,214.12745833,-60.63319444,0.295580,0.70,5.083,5.083,0.0
897,J1418-3921,214.7095125,-39.35514167,1.096806,0.95,4.081,4.081,0.0
898,J1418-5945,214.63458333,-59.75,1.672596,0.18,6.140,6.140,0.08770222894008986
900,B1417-54,215.12129167,-54.27297222,0.935772,0.79,4.399,4.399,0.0
901,J1420-5625,215.01275833,-56.43194444,0.034117,0.12,1.328,1.328,0.0
902,J1420-6048,215.03432083,-60.80456389,0.068180,1.19,5.632,5.632,0.0
903,J1421-4409,215.33734946,-44.15126472,0.006386,1.26,2.085,2.085,0.0
905,J1423-6953,215.861625,-69.89522778,0.333411,0.36,4.704,4.704,2.326380759159667
906,J1424-5556,216.05316667,-55.93719444,0.770375,0.38,6.205,6.205,0.0
908,J1424-5822,216.133875,-58.38213889,0.366736,1.30,6.695,6.695,0.0
909,J1424-6438,216.24666667,-64.63611111,1.023504,0.24,6.079,6.079,0.0
910,J1425-5723,216.40233333,-57.39188889,0.353263,0.24,1.065,1.065,0.0
911,J1425-5759,216.49629167,-57.98616667,0.707868,0.09,7.636,7.636,0.0
912,J1425-6210,216.28208333,-62.16802778,0.501730,0.19,6.851,6.851,2.322055584944808
914,J1427-4158,216.96154167,-41.98230556,0.586486,0.30,3.744,3.744,0.9348267790557716
915,B1424-55,217.10933333,-55.51390556,0.570292,7.67,1.897,1.897,0.5903757457840612
917,J1429-5935,217.35791667,-59.59969444,0.763915,0.11,7.685,7.685,0.0
919,J1430-5712,217.567375,-57.20872222,0.491519,0.09,3.902,3.902,0.0
920,B1426-66,217.66972917,-66.384875,0.785443,16.30,1.327,1.327,1.3053662298842141
921,J1431-4715,217.93590708,-47.25765944,0.002012,0.67,1.562,1.822,0.0
922,J1431-5740,217.76456375,-57.66990833,0.004111,0.36,3.553,3.553,4.234702758096038
924,J1432-5032,218.21779167,-50.53813889,2.034989,0.30,5.280,5.280,0.0
926,J1433-6038,218.30491667,-60.64297222,1.954430,0.23,6.221,6.221,0.0
927,J1434-5943,218.74295833,-59.72822222,1.072121,0.17,3.212,3.212,0.5219669515206393
928,J1434-6006,218.52208333,-60.10805556,0.306368,0.24,5.297,5.297,0.0
929,J1434-6029,218.66291667,-60.49694444,0.963348,0.14,4.808,4.808,0.195705149841792
931,J1435-5954,218.75086667,-59.91375,0.472996,1.60,1.064,1.064,0.0
932,J1435-6100,218.83448542,-61.01609889,0.009348,0.31,2.816,2.816,0.0
933,J1437-5959,219.25795833,-59.98372222,0.061696,0.07,8.543,8.543,0.0
934,J1437-6146,219.31379167,-61.76722222,0.467616,0.24,4.253,4.253,0.0
935,J1439-5501,219.91559167,-55.02322806,0.028635,0.38,0.655,0.655,0.0
937,B1436-63,220.13025,-63.74677778,0.459607,0.78,3.446,3.446,0.7140770411042733
938,J1441-6137,220.43458333,-61.62333333,1.175840,0.15,3.882,3.882,0.0
939,J1443-5122,220.862375,-51.37388889,0.732061,0.60,2.979,2.979,0.0
940,J1444-5941,221.19375,-59.68861111,2.760228,0.42,3.844,3.844,1.5502653626748206
942,J1446-4701,221.64880023,-47.02410614,0.002195,0.46,1.569,1.569,0.0
944,J1449-5846,222.35595833,-58.77788889,0.463330,0.28,4.169,4.169,0.0
945,J1452-5851,223.21916667,-58.85366667,0.386643,0.33,4.504,4.504,0.0
946,J1452-6036,223.2161875,-60.60873056,0.154992,1.90,6.135,6.135,4.910445523967308
947,J1453+1902,223.44049735,19.03669839,0.005792,0.16,1.269,1.269,0.0
948,B1449-64,223.38610417,-64.22111111,0.179487,18.00,2.800,1.435,0.0
949,J1454-5846,223.54545,-58.77631667,0.045249,0.30,2.988,2.988,0.15868379801860438
950,J1455-3330,223.94987774,-33.51288526,0.007987,0.73,0.684,0.684,0.0
951,J1455-59,223.775,-59.38333333,0.176191,1.60,6.692,6.692,0.058377465062385385
953,B1451-68,223.99967917,-68.72763889,0.263377,64.00,0.430,0.436,0.0
954,B1454-51,224.41705417,-51.38191667,1.748308,1.38,0.994,0.994,4.515735166798966
955,J1457-5900,224.4125,-59.01416667,1.498637,0.24,3.738,3.738,1.2079194850225043
956,J1457-5902,224.38291667,-59.03444444,0.390739,0.26,6.366,6.366,1.1089037179698604
959,J1501-5637,225.4625,-56.63,0.782949,0.21,4.938,4.938,0.0
962,J1502-5653,225.73912083,-56.894225,0.535504,0.39,3.961,3.961,0.0
963,J1502-5828,225.6825,-58.47833333,0.668105,0.50,7.093,7.093,0.0
964,J1502-6128,225.62433333,-61.48063889,0.842104,0.56,5.189,5.189,0.08347094012783594
965,J1502-6752,225.5775625,-67.87132194,0.026744,0.87,7.865,7.865,0.14214209748482512
967,J1504-5621,226.20475,-56.35888889,0.412985,0.24,3.548,3.548,0.0
968,J1504-5659,226.13327917,-56.98872222,1.672372,0.11,11.274,11.274,1.4970966603997833
970,B1503-51,226.66458333,-51.96944444,0.840739,3.75,1.384,1.384,0.0
971,B1504-43,226.89239583,-43.86779167,0.286758,0.90,1.394,1.394,0.0
972,J1507-5800,226.7646,-58.01561111,0.897254,0.20,5.893,5.893,0.0
973,B1503-66,226.95264167,-66.68273889,0.355656,0.60,4.792,4.792,0.0
974,B1508+55,227.35679083,55.525665,0.739682,8.00,2.100,2.074,0.0
975,J1509-5850,227.36315,-58.84889167,0.088925,0.21,3.372,3.372,0.7120636274118242
976,J1509-6015,227.28125,-60.25516667,0.339038,0.17,11.090,11.090,0.0
978,J1511-5414,227.9636875,-54.24453333,0.200384,0.75,2.430,2.430,0.5978072257691728
979,J1511-5835,227.77916667,-58.59111111,0.301511,0.50,5.122,5.122,0.02286613309261642
980,J1512-5431,228.02375,-54.52194444,2.040532,0.38,5.115,5.115,0.11793500818946073
981,B1508-57,228.17933333,-57.99994444,0.128699,7.80,6.835,6.835,3.700322640533997
982,J1513-2550,228.34716912,-25.84202361,0.002119,0.31,3.960,3.960,0.6737550770167557
983,J1513-5739,228.49579167,-57.65038889,0.973458,0.77,5.890,5.890,1.1977224325031854
986,J1513-6013,228.47508333,-60.22402778,1.958737,0.20,7.928,7.928,0.0
987,B1510-48,228.56067917,-48.57221389,0.454840,1.30,1.243,1.243,0.0
